Protein	BirA_1	BirA_2	BirA_3	BirA_4	PSMC2_1	PSMC2_2	PSMC2_3	PSMC2_4	PSMA4_1	PSMA4_2	PSMA4_3	PSMA4_4
Q6YP21	39613.07813	87851.5	90835.59375	26834.00781	76911.60938	87040.32031	138091.9688	131086.6094	57305.16406	46528.22266	90571.92188	10692.34668
Q6ZN17	276836.1875	294060.9688	369753.7813	401448	201134.4844	152084.9063	132454	194679.375	226749.1719	321448.1563	364341.2813	310808.25
Q6ZN54	67029.35938	50548.18359	63392.52344	43262.94922	71772.07813	30803.80469	71254.42188	132332.4844	431075.5313	1169290	1445590.5	698392.4375
Q6ZN55	179732.6406	201872.4688	233012.75	208053.3438	28152.25586	49005.92188	40988.18359	60185.58203	27627.36719	36488.62109	87129.20313	136454.4844
Q6ZNA4	643.1434937	6914.715332	53.95119858	1	139.0031433	179.2289886	990.4356689	489.5357971	3292.32959	803.1764526	1781.20874	427.4245605
Q6ZNB6	109254.9453	151426.3125	131000.5234	122067.5703	78227.32813	104072.2969	105391.4531	116528.1094	122666.1875	52338.11328	37504.0625	81276.98438
Q6ZNG0	49506.44531	108185.9844	78046.03125	70940.34375	51800.86719	47663.91016	56585.51563	55824.53516	533607.125	60621.58984	50628.81641	1237228.875
Q6ZNH5	12169.96289	56123.88672	60541.95313	23446.71875	8779.963867	30181.41602	23729.04883	6648.879883	49408.82813	15324.01172	25173.85547	41547.16016
Q6ZNW5	27608.75781	107361.9688	79444.15625	71383.23438	48449.27344	58395.80078	55264.4375	62235.36719	24142.48438	71139.11719	62730.29688	31979.01367
Q6ZQX7	70274.72656	14586.16699	12807.37793	34159.29297	151910.1094	137247.2344	198261.1719	126739.0234	45900.07813	152786.9688	136853.5938	12205.37109
Q6ZRP7	4794.584961	5429.495117	4190.980469	1619.077881	20355.64453	13268.02148	14311.11719	16768.0625	5790.59668	9202.333008	12916.62598	9331.304688
Q6ZRS2	105276.0391	88664.21875	125753.0391	99592.76563	63632.85938	85227.89844	90666.13281	63862.13281	99898.53906	107888.25	87092.64063	89756.00781
Q6ZRV2	111261.0469	130325.8906	109296.4375	110825.3203	82597.83594	105695.8594	87558.90625	93991.96094	99610.85938	87111.22656	84958.625	88673.58594
Q6ZRY4	138295.4375	190875.7344	143525.2188	109811.9688	75916.42969	97511.65625	82538.64844	88160.83594	138334.1719	67294.0625	78054.10938	69705.51563
Q6ZS17	71229.63281	76725.625	65747.65625	64375.91406	52720.52344	47017.36719	51790.0625	48801.26953	48014.47656	43160.51563	40491.56641	39638.98438
Q6ZSR9	72056.63281	94948.0625	106468.25	73422.15625	233050.1094	316683.625	260191.5	253922.2344	147535.5	189385.375	176145.3438	149825.5156
Q6ZSZ5	62480.4375	52439.32031	85703.21875	63103.28125	89065.46094	103658	111221.5859	103669.1641	69287.45313	104437.3438	91257.71875	123066.8672
Q6ZT21	36082.26172	67156.57031	47955.05078	36276.69141	23747.50195	26158.20898	20764.48633	39828.00391	12225.30273	14344.98926	21698.08594	2877.919922
Q6ZTW0	35772.24219	29450.27539	15214.37793	18373.96094	95579.1875	91019.27344	109812.7656	99610.80469	18233.94336	35238.47266	19811.27344	51272.78906
Q6ZU35	55510.4375	38702.14453	39567.80859	50812.51953	128262.8047	140281.2656	109200.7266	112009.5625	81428.30469	112611.6875	112066.3125	94743.22656
Q6ZU65	59727.07031	81877.79688	116495.8438	98557.09375	36953.05469	54996.60547	62630.75391	34698.87891	92635.85156	293071.9063	256556.0313	156547.3281
Q6ZU80	145436.1563	51806.30469	93906.14844	102243.4531	41506.79688	41996.47266	37707.89453	40231.58594	364383.25	43082.48438	45303.60156	300396.0938
Q6ZUJ8	54044.83203	27694.41797	28195.10352	48152.11328	107173.0547	96887.70313	118598.4609	103752.0781	34299.03125	39017.02344	43018.46094	39599.55078
Q6ZUT9	39044.21094	91120.57031	21526.1875	8716.732422	45492.44531	26797.93359	41125.39063	23265.70703	27312.69141	15222.54199	13442.58008	58824.45703
Q6ZV73	11845.52344	11888.52246	27351.88672	3699.871338	22790.18555	23757.15039	39258.28906	27627.00781	18463.90039	46870.29688	17656.90625	14187.68555
Q6ZVD8	3633.152832	13912.65137	17028.73047	1	8253.052734	8321.15332	9347.157227	9575.611328	626.3607788	3767.357422	3964.174072	82.83197021
Q6ZW31	131674.9219	162227.4844	136992.4375	77045.84375	162037.4375	230458.6563	176148.75	196338.9844	45972.39844	79027.95313	79078.82813	45503.8125
Q6ZW49	329341.875	433096.7813	366300.8125	313214.4688	162624.6406	204293.6563	158501.5313	211016.1563	114407.9297	244062.8438	228468.0313	95419.53125
Q6ZW76	45502.67578	134367.7031	50488.91406	40900.93359	137115.3125	126185.7109	128273.5859	141522.3594	140887.8594	217648.2188	189940.4375	133620.1875
Q6ZWJ1	46650.81641	46556.53906	39451.20313	40288.37109	238674.5	222544.5	222820.4375	192293.9531	121796.3438	61527.44531	69348.91406	101133.3281
Q6ZWT7	28333.92188	19099.09375	12713.77637	18296.10938	34710.98438	27438.5625	36500.05078	23592.14844	19883.22266	17661.76953	10873.44336	9244.116211
Q6ZXV5	68354.38281	70813.23438	49307.96484	64601.71875	71675.46094	48071.47266	83138.125	62059.12109	78504.72656	50343.73828	60365.23438	39164.95313
Q709C8	59756.45703	68959.69531	65198.41406	51446.29297	177987.125	172069.7031	208874.375	179608.1719	64131.80859	74312.88281	70789.09375	69685.16406
Q709F0	51151.05078	86142.125	54005.03906	41506.44922	41218.32031	41342.43359	44573.79688	46659.78125	43522.06641	48408.19922	44843.67578	64796.69531
Q70CQ2	7737.528809	11250.01074	7064.32373	11246.77148	17866.82422	19670.69336	17051.02539	17798.46484	4807.672363	23602.7168	33127.23438	5917.290039
Q70CQ3	28754.6582	39031.625	41937.03516	30630.94336	17437.0957	26971.69141	20121.28906	17152.11914	7936.807617	11973.45117	12530.17969	12068.53906
Q70E73	76705.89844	95032.17188	85931.46094	77697.85938	256159.2344	277125.875	229234.7031	252232	119589.5625	234645.8281	205659.8125	178316.6563
Q70EL1	140169.9844	178936.9375	177649.8594	109106.0625	168918.2188	135710.9063	148499.9219	176701.8125	136537.2344	61696.04297	72144.88281	88830.17969
Q70IA6	234041.7969	244763.9531	329860.7188	263904.3438	1160993	1283048.75	1425695.875	1096464.875	427291.8125	879172.75	953835.4375	567803.375
Q70J99	760404	107347.6484	765437.9375	403813.1563	933401.75	958997.625	992928.75	802674.8125	270490.5625	858469.1875	781997.9375	201986.8281
Q71F23	28871.42969	29279.97461	33374.55078	52534.44141	8743.828125	63322.27734	115820.1484	83675.875	29676.95898	41589.60938	37244.69922	47455.11719
Q71F56	72450.96094	75427.39063	67122.10938	61657.71484	44982.64063	70688.63281	39032.375	76666.42188	54697.70313	45307.97266	60329.83984	64269.50781
Q71RC2	265312.125	433646.3125	369473.8125	240830.625	225035.3594	158264.3906	271269.2813	274865.0938	84418.14063	89126.57813	104945.6641	118621.7266
Q71UM5	3592830.5	4063435.5	3930761	3419516	4023148.25	4790497.5	3958104.75	3716750	2078265.75	2079278.25	1875205	1777680.5
Q75V66	14116003	15935490	12987561	16479652	5824889.5	8283263.5	5712277.5	7233376	7920979	8541362	9059852	8587493
Q76FK4	55302.01172	49355.10156	53749.33984	103044.7422	19218.39844	28489.75781	20514.91797	20194.80469	61360.71484	50543.88672	52512.69922	67027.25781
Q76I76	80305.4375	35110.82031	31681.20313	46115.53125	64534.89844	75646.29688	65333.28906	54345.71875	69725.32813	61901.34375	80613.85156	69449.90625
Q76L83	28441.37891	41585.96875	42325.86719	28586.90625	38723.65625	48064.64453	74654.15625	32968.82422	35251.99219	52316.19922	52462.73438	51041.30078
Q76N32	135328.3281	29513.62891	60032.17969	114314.3594	23972.83203	36764.61719	15429.54883	15586.38867	289882.3438	34889.75	35763.28516	220158.625
Q7KZ85	29692.50391	53481.6875	23789.70117	27874.71094	18117.07031	42076.6875	36360.03906	23487.98242	25209.19922	42710.40625	34239.39453	43184.21875
Q7KZF4	208579.7031	177992.1094	254786.8594	113420.9922	339013.875	280304.3125	366954.8438	278243.75	229748.3281	273071.2813	337070.9688	242688.2031
Q7KZI7	124667.2734	131816.875	146491.5625	131487.0938	133587.3438	108857.4219	128540.6172	105583.8906	61099.16797	106572.1094	77043.79688	76697.60938
Q7KZN9	254406.9219	183403.4531	112090.6484	42069.86328	87908.96094	221143.3125	148191.125	251882.2969	203530.0938	111307.5938	134065.0313	490743.8125
Q7L014	167658.5156	272942.9375	206380.7813	162476.0313	104530.4063	113283.5469	114484.9453	138980.2344	255799.2188	600357.625	546314.3125	303843.0625
Q7L099	79950.80469	96149.48438	88394.80469	62656.73828	169458.9063	201915.3438	300647.5	184794.4844	61203.35547	104269.5781	87111.42969	75170.65625
Q7L0J3	269225.8125	180231.7656	246892.8906	130733.5391	404503.5625	339462.4063	488195.5313	343066.4375	107428.6406	155344.375	78944.90625	96268.05469
Q7L0Y3	320259.9688	404286.875	406542.5625	326135.7813	194926.0156	252075.6719	199550.6719	200666	135039.5313	171365.4531	215669.6719	146977.2344
Q7L1Q6	53460.01563	44830.86719	25711.48438	80576.26563	104129.4141	78706.32813	192935.1094	114289.4844	13296.37598	40575.44531	100589.625	80795.72656
Q7L1T6	86497.51563	188579.6875	20494.85156	68800.6875	84726.5	60110.71484	83755.32813	84933.98438	246250.0313	48317.51563	55061.10156	72198.375
Q7L273	20835.83984	29824.18555	41599.85156	34001.25	66315.00781	33654.17969	60503.24219	43039.25391	54649.76563	31880.06055	24996.33789	33731.44531
Q7L2E3	349873.5	409085.8125	447235.6563	441163	207315.0156	189468.2188	185230.1563	201780.7188	212571.4688	157183.0938	154772.5	169713.1406
Q7L2H7	105010.4688	145558.9063	103141.4688	76747.9375	267046.2188	260348.4063	304735.0625	235528.5469	34172.41016	176177.75	203213.2656	60207.71094
Q7L2J0	226932.2031	319916.3438	296842.375	431852.8438	99798.11719	112637.3125	82743.07031	124544.8203	174905.9063	235526.25	288780.25	153404.0313
Q7L2Z9	54826.61719	32300.06641	43919.23047	98775.50781	64364.22266	60089.93359	8927.02832	44393.12891	60575.57422	34151.0625	28774.82227	74557.21875
Q7L311	11225.9082	12587.1543	6541.891602	10114.93262	34623.23828	28959.89844	41630.40625	35695.52734	6872.405762	11018.32324	9607.00293	5084.723145
Q7L3S4	56879.44141	52475.55859	66608.39844	31881.85352	33067.85156	35566.46094	44264.8125	22467.29297	336007.375	55010.32422	57952.74609	43673.86328
Q7L3T8	77765.72656	105651.2344	81889.64063	66419.22656	49102.17188	39438.27734	50666.60547	58120.95313	31491.82031	30984.74414	39540.0625	31824.6582
Q7L576	86479.13281	90456.6875	66791.42969	60637.74219	115152.5	95307.60156	125163.5	101703.9766	60417.37109	89017.64063	104068.9766	47603.67578
Q7L590	2011741.875	476388.5313	139795.3125	52527.74609	109974.0625	80431.26563	80235.42969	119257.5781	50864.24219	120618.3828	126474.5625	81575.0625
Q7L5D6	192346.1719	256603.625	222993.0313	180757.2344	219837.875	410836.4063	227575.1563	260541.5313	123955.8047	276742.6875	294276.125	177849.2969
Q7L5N1	75515.26563	94093.48438	74470.95313	77207.32813	243036.5156	247785.3438	252583.8438	186983.1719	253467.7813	826589.6875	704881.625	247861.0313
Q7L5Y9	23464.53125	21867.72461	23888.66406	24876.68359	41010.125	44551.08594	37893.10156	40065.73828	17465.48438	45476.82813	31586.09766	32436.30078
Q7L775	5284.28125	3236.090088	2720.473633	2436.637207	12487.46582	7609.733398	12798.20605	5856.672852	9853.101563	8897.041016	5756.161133	8573.323242
Q7L7V1	28227.82813	68618.49219	19934.38867	7422.106934	29852.00586	31604.07031	38451.32031	26259.29688	47934.00781	13208.83789	24084.23047	50402.08594
Q7L7X3	183140.9688	198377.6875	201557.3438	113096.0625	82451.35938	83903.35938	78702.15625	137217.125	42455.97266	63495.23438	89826.11719	99580
Q7L804	108623.7109	136863.7969	126140.1016	110880.0859	68121.90625	79959.73438	71804.09375	78840.96875	50063.07031	59894.76563	47390.88281	48708.45313
Q7L8J4	68007.01563	66456.28125	45989.39453	46817.94141	56759.01563	80502.95313	85277.11719	155143.75	12247.55469	320396.25	188453.1094	61198.93359
Q7L8L6	91553.94531	125478.7266	103250.2734	83675.29688	56071.5625	63858.85156	54799.62109	57327.75	105300.9375	67886.38281	42249.59375	71027.33594
Q7LBC6	98120.17188	131351.2656	121327.6328	110121.5781	98811.15625	108181.1563	103336.7266	104092.8984	206328.6875	341128.25	347905.8125	224108.0156
Q7RTP6	60408.82813	47835.89844	49759.59766	52355.94531	72935.89063	84985.01563	93720.04688	91981.0625	129872.3125	131884.1563	142489.2031	143716.6719
Q7RTV0	508661.1875	343914.9375	623235.6875	838330.1875	129228.1641	53039.03516	147396.0938	132776.7188	763544.4375	385208.125	410409.625	668563.5625
Q7Z2K6	50170.12891	87888.50781	49512.76953	39256.88672	31781.6875	31852.66211	35686.54688	56536.82422	16820.27344	25093.44727	24793.1543	16841.08398
Q7Z2K8	86772.6875	79974.61719	64228.73828	81662.34375	165007.0156	169615.1094	173746.3438	173980.5938	190466.9375	219889.7031	156350.5625	169163.0313
Q7Z2T5	196766.5938	192692.2188	183821.5938	160514.4063	102825.3594	144790.6406	126707.8906	134634.375	126504.1016	218162.5469	171126.3125	122466.0156
Q7Z2W4	149343.125	157088.0938	152496.7813	169503.75	302152.9063	328089.9688	311425.75	259878.375	133233.1406	245440	283350.9688	176330.3438
Q7Z2W9	137649.25	193927.5781	151596.6719	159264.7031	73187.65625	84035.64063	70084.78906	85344.41406	276492.5313	100086.1406	126518.2734	67510.41406
Q7Z2Z2	61927.36719	71379.57813	77810.70313	69934.25	154056.9219	155401.0469	136674.8281	125632.375	80616.80469	119061.0938	120755.5	80731.86719
Q7Z333	52306.09375	52399.31641	74134.85938	84675.21875	35588.76172	86830.75781	43047.25	36333.26563	55706.53906	91090.48438	95412.39844	53290.67578
Q7Z392	55271.13281	68546.42188	51045.09375	58677.77344	130656.9063	115447.2031	152620.25	126449.5469	55370.71875	74727.82031	70645.71094	63743.71094
Q7Z3B4	744096.375	1108972	823698.625	782446.0625	417408.3125	437327.6563	332111.1875	505780.7188	198414.9375	350916.8438	340895.9063	306024.1875
Q7Z3D6	78355.71094	58508.91016	70860.69531	56916.11719	41116.25	49251.78125	42858.38281	33579.13672	31447.48047	28615.73047	29171.37695	16790.76953
Q7Z3E2	46174.625	44549.55859	38687.83984	28624.36523	110942.9297	114884.0625	113638.3203	93739.82031	40036.67188	54318.86719	50724.8125	47150.30078
Q7Z3J2	26202.22461	33055.14453	21605.0625	19056.32227	17555.14844	29602.17383	26124.00586	22895.59961	13992.86719	24629.81641	27318.67188	14232.07813
Q7Z3K3	221814.2813	180801.0469	276500.9375	278355.1563	129754.7969	112557.3672	127074.5156	160620.9531	142695.6094	201213.9375	322433.25	118886.5781
Q7Z3T8	63460.41406	93926.67969	80617.58594	70914.82031	222446.9219	226137.0938	253096.9063	212394.0469	122279.7734	179684	178503.5156	111989.8672
Q7Z3U7	58167.44141	84481.85156	66071.90625	56842.16016	163305.3438	141396.1406	189875.1719	149403.2969	84005.6875	95983.48438	145476.5156	100844.2188
Q7Z401	53533.42188	70366.84375	54840.65625	64310.16406	92039.26563	91691.46875	92086.21875	103490	77639.23438	43119.74219	83666.21094	92503.21875
Q7Z406	448477.4063	136108.3125	182657.4063	251483.1563	125936.9219	48353.64453	51735.57813	78528.76563	784479.875	58280.35156	66060.57813	329560.875
Q7Z417	540245.875	562627.6875	600019.125	523233.2188	527385.375	514125.5	508293.1875	572850.625	338781.75	815813.75	688624.75	492676.9688
Q7Z434	129562.9375	123667.125	169629.2188	103856.2344	415591.4375	391104.875	448403.5625	432224.625	160926.8438	302168.5625	260363.75	224360.5313
Q7Z460	37751.98438	33075.48828	33842.75391	57738.66406	77586.80469	66778.42188	54449.34375	46270.29297	85707.96875	58151.4375	47093.375	61668.57031
Q7Z478	59979.91016	65255.23828	61775.60156	67663.95313	108322.9688	99941.05469	146312.0625	112813.6719	51350.36328	91917.25	88694.30469	54770.04688
Q7Z494	25516.45313	23903.29492	41815.87891	32400.79688	37536.64844	50478.59375	47676.26953	29662.28711	62528.98047	20195.21289	16534.16406	27901.44727
Q7Z4G1	97832.25781	51531.48828	78060.30469	119943.3047	43172.64063	76051.14844	48061.38281	39626.78906	95685.53125	29491.82617	53986.58594	46397.8125
Q7Z4G4	66150.07031	84087.97656	58254.88281	36829.83203	105825.1719	100596.8203	86972.48438	115797.5469	42814.91406	71624.95313	78454.25	77249.32031
Q7Z4H3	32917.94531	112577.9844	69192.3125	85594.74219	180357.5625	162621.5	211279.8438	155746.3594	140782.4219	149464.1875	164909.3281	80492.03906
Q7Z4H7	61983.375	87093.25	63257.28125	68203.55469	424517.75	382385.25	650524	521401.625	120429.8672	145505.4531	158788.4375	123719.875
Q7Z4Q2	32514.66602	33490.70313	25057.87109	32718.51953	30514.46289	22088.69922	28851.41602	24222.39453	23641.30664	24111.62109	24609.45703	23450.57813
Q7Z4R8	98339.01563	145775.2344	116724.7109	76947.75781	81551.55469	94016.125	92488.34375	89155.45313	44278.53516	53391.16016	52595.51172	45338.03906
Q7Z4S6	45305.07031	64531.13281	42562.48438	60342.53516	63835.5	70887.42969	69791.53125	74911.08594	77684.03906	70924.48438	70592.64063	75562.25
Q7Z4V5	180104.9375	164201.8125	148779.4375	138340.2969	74103.3125	139178.9219	43029.92578	52177.34375	128754.6172	220346.2031	202601.3438	141248.1094
Q7Z569	63897.875	98427.375	72595.14063	79048.70313	231629.1875	228479.375	252029.0313	199816.9688	72441.04688	162636.25	192871.5625	106682.8047
Q7Z589	98395.52344	124048.4531	112312.9922	92387.32813	62320.00391	71610	78352.46094	75940.85156	118921.8438	243335.0625	249375.2188	170766.0313
Q7Z591	69633.25781	55437.83984	64963.72656	87888.63281	32147.32227	34111.17188	47532.625	59874.96094	145573.25	37886.67969	35028.08203	95716.91406
Q7Z5J4	129975.5156	112163.4688	165189.9375	240294.5313	66951.60938	47732.21094	44222.58203	67873.49219	147058.2344	93786.29688	99096.44531	169229.8594
Q7Z5K2	117870.3047	123788.8516	92912.10938	83201.88281	84694.8125	97990.40625	87333.73438	72774.80469	139737.6563	281016.1875	279196.9375	204299.7188
Q7Z5L2	14929.81055	14113.9209	19362.33789	15160.66406	74058.20313	59243.61719	84157.57031	87765.53906	39092.44531	53354.00781	62296.9375	72182.85938
Q7Z5L9	11294.23633	14921.60352	17019.14453	6689.949219	11608.85645	5535.476563	24046.93359	24000.99805	15372.93457	31439.84766	23756.95508	29211.73438
Q7Z624	20451.95313	10500.49902	9485.246094	8384.125977	19608.66406	8428.216797	12908.21094	16178.55469	33279.25781	8012.739258	8873.972656	25152.78711
Q7Z6B0	80795.26563	84390.9375	75310.04688	70234.57031	145182.2031	148369.1563	220144.9063	225224.8281	98613.16406	154057.6094	144915.1719	100523.3438
Q7Z6E9	158865.4688	158886.8125	182516.5313	181153.1406	69459.9375	82254.625	78064.65625	80697.90625	178683.4063	279444.9688	301757.6875	216158.9531
Q7Z6I8	515145.3125	291845.5625	456452.5938	722809.125	115013.8438	40851.27734	54853.74219	47610.375	412319.625	92988.25	95927.45313	351386.3125
Q7Z6J8	63362.67578	76481.01563	75203.80469	34921.03125	99468.0625	85066.08594	68260.25781	97254.92969	71240.10156	56145.80469	57913.19531	88684.11719
Q7Z6K5	193317.9531	303505.8438	240096.9063	298666.375	742158.25	772839.125	872867.5	683451.75	353925.875	925960.8125	959443.3125	418074.625
Q7Z6L1	7093.739746	5688.462891	3194.932129	2302.050293	25938.09961	27996.75	23863.89453	19166.41602	10172.01563	14320.27539	6731.778809	4356.938965
