Bait	PreyGene	#Rep	#Pep	AvgP	BFDR
KRT8	NDUFS3	3	3	0.5555	0.1744
ACTB	NDUFS7	3	2	0.4402	0.2329
CTNNA1	NDUFS7	3	2	0.0475	0.4911
KRT8	NDUFS7	3	2	0.7137	0.1043
LMNA	NDUFS7	3	2	0.4170	0.2458
MAPRE3	NDUFS7	3	2	0.0405	0.4969
ACTB	NDUFS8	3	2	0.3224	0.3016
KRT8	NDUFS8	3	2	0.5160	0.1927
LMNA	NDUFS8	3	2	0.1237	0.4304
LMNA	NDUFV1	3	2	0.1294	0.4265
ACTB	NDUFV2	3	5	0.2898	0.3237
CTNNA1	NDUFV2	3	5	0.2563	0.3426
KRT8	NDUFV2	3	5	0.9309	0.0370
LMNA	NDUFV2	3	5	0.2931	0.3217
MAPRE3	NDUFV2	3	5	0.1367	0.4218
ACTB	NEBL	3	2	0.3333	0.2872
ACTB	NECAP1	3	4	0.5249	0.1886
KRT8	NECAP1	3	4	0.5474	0.1779
LMNA	NECAP1	3	4	0.1196	0.4331
MAPRE3	NECAP1	3	4	0.0448	0.4932
ACTB	NECAP2	3	7	0.9703	0.0191
CTNNA1	NECAP2	3	7	0.5836	0.1625
KRT8	NECAP2	3	7	0.9781	0.0119
LMNA	NECAP2	3	7	0.9665	0.0221
MAPRE3	NECAP2	3	7	0.9327	0.0363
ACTB	NECTIN2	3	3	0.0345	0.5009
CTNNA1	NECTIN2	3	3	0.1269	0.4281
MAPRE3	NECTIN2	3	3	0.0013	0.5297
ACTB	NEDD1	3	12	0.4609	0.2219
CTNNA1	NEDD1	3	12	0.0002	0.5326
KRT8	NEDD1	3	12	0.7861	0.0815
LMNA	NEDD1	3	12	0.0002	0.5326
MAPRE3	NEDD1	3	12	0.8582	0.0587
ACTB	NEDD4	3	5	0.6762	0.1195
KRT8	NEDD4	3	5	0.9302	0.0372
LMNA	NEDD4	3	5	0.1655	0.4020
MAPRE3	NEDD4	3	5	0.2445	0.3500
ACTB	NEDD4L	3	5	0.2559	0.3428
CTNNA1	NEDD4L	3	5	0.0123	0.5178
KRT8	NEDD4L	3	5	0.2112	0.3701
LMNA	NEDD4L	3	5	0.0472	0.4913
MAPRE3	NEDD4L	3	5	0.0736	0.4718
ACTB	NEDD8	3	4	0.7965	0.0782
CTNNA1	NEDD8	3	4	0.2199	0.3638
KRT8	NEDD8	3	4	0.8144	0.0721
LMNA	NEDD8	3	4	0.9437	0.0329
MAPRE3	NEDD8	3	4	0.7336	0.0981
ACTB	NEFH	3	5	0.4808	0.2122
KRT8	NEFH	3	5	0.9818	0.0085
KRT8	NEIL3	3	7	0.2292	0.3584
LMNA	NEIL3	3	7	0.8548	0.0595
MAPRE3	NEIL3	3	7	0.1261	0.4287
ACTB	NEK1	3	24	0.7696	0.0865
CTNNA1	NEK1	3	24	0.2186	0.3650
KRT8	NEK1	3	24	0.8596	0.0582
LMNA	NEK1	3	24	0.0347	0.5008
MAPRE3	NEK1	3	24	0.8961	0.0472
ACTB	NEK4	3	4	0.3706	0.2694
CTNNA1	NEK4	3	4	0.0002	0.5326
KRT8	NEK4	3	4	0.5223	0.1897
MAPRE3	NEK4	3	4	0.1456	0.4161
ACTB	NEK6	3	1	0.5630	0.1713
KRT8	NEK6	3	1	0.8266	0.0681
LMNA	NEK6	3	1	0.3209	0.3026
MAPRE3	NEK6	3	1	0.2789	0.3297
ACTB	NEK7	3	7	0.8911	0.0487
CTNNA1	NEK7	3	7	0.2309	0.3574
KRT8	NEK7	3	7	0.9239	0.0390
LMNA	NEK7	3	7	0.8458	0.0625
MAPRE3	NEK7	3	7	0.6799	0.1181
ACTB	NEK9	3	18	0.9680	0.0209
CTNNA1	NEK9	3	18	0.8876	0.0499
KRT8	NEK9	3	18	0.9688	0.0202
LMNA	NEK9	3	18	0.7462	0.0936
MAPRE3	NEK9	3	18	0.9462	0.0321
ACTB	NELFA	3	9	0.3538	0.2777
KRT8	NELFA	3	9	0.0593	0.4825
LMNA	NELFA	3	9	0.9677	0.0210
MAPRE3	NELFA	3	9	0.3924	0.2577
ACTB	NELFB	3	4	0.0612	0.4810
KRT8	NELFB	3	4	0.0785	0.4677
LMNA	NELFB	3	4	0.5998	0.1551
MAPRE3	NELFB	3	4	0.0005	0.5315
ACTB	NELFCD	3	8	0.1853	0.3877
KRT8	NELFCD	3	8	0.5462	0.1784
LMNA	NELFCD	3	8	0.9701	0.0193
ACTB	NELFE	3	14	0.5377	0.1830
KRT8	NELFE	3	14	0.3215	0.3022
LMNA	NELFE	3	14	0.9457	0.0323
MAPRE3	NELFE	3	14	0.3175	0.3049
ACTB	NEMF	3	8	0.1620	0.4045
CTNNA1	NEMF	3	8	0.2214	0.3632
KRT8	NEMF	3	8	0.7686	0.0867
LMNA	NEMF	3	8	0.8948	0.0475
MAPRE3	NEMF	3	8	0.3249	0.2999
ACTB	NEMP1	3	1	0.5447	0.1793
CTNNA1	NEMP1	3	1	0.0330	0.5019
KRT8	NEMP1	3	1	0.8042	0.0754
LMNA	NEMP1	3	1	0.2728	0.3333
ACTB	NES	3	51	0.9433	0.0330
CTNNA1	NES	3	51	0.1888	0.3855
KRT8	NES	3	51	0.9846	0.0060
LMNA	NES	3	51	0.0761	0.4699
MAPRE3	NES	3	51	0.5920	0.1586
LMNA	NETO2	3	2	0.8333	0.0660
ACTB	NEXN	3	15	0.9956	0.0005
CTNNA1	NEXN	3	15	0.2116	0.3698
KRT8	NEXN	3	15	0.5041	0.1985
LMNA	NEXN	3	15	0.1085	0.4417
MAPRE3	NEXN	3	15	0.1424	0.4181
ACTB	NF1	3	52	0.9437	0.0329
CTNNA1	NF1	3	52	0.0688	0.4751
KRT8	NF1	3	52	0.9761	0.0141
LMNA	NF1	3	52	0.3559	0.2768
MAPRE3	NF1	3	52	0.4282	0.2389
ACTB	NF2	3	20	0.9565	0.0279
CTNNA1	NF2	3	20	0.7372	0.0971
KRT8	NF2	3	20	0.9413	0.0337
LMNA	NF2	3	20	0.1474	0.4149
MAPRE3	NF2	3	20	0.4660	0.2192
ACTB	NFAT5	3	13	0.6938	0.1126
CTNNA1	NFAT5	3	13	0.0310	0.5037
KRT8	NFAT5	3	13	0.8063	0.0747
LMNA	NFAT5	3	13	0.7131	0.1046
MAPRE3	NFAT5	3	13	0.3481	0.2808
LMNA	NFATC2IP	3	8	0.9583	0.0270
KRT8	NFATC3	3	4	0.3170	0.3053
ACTB	NFATC4	3	4	0.2604	0.3402
KRT8	NFATC4	3	4	0.4272	0.2397
MAPRE3	NFATC4	3	4	0.0131	0.5173
CTNNA1	NFE2	3	2	0.0593	0.4825
LMNA	NFE2	3	2	0.0015	0.5293
LMNA	NFIA	3	6	0.8035	0.0758
KRT8	NFIB	3	4	0.3033	0.3148
LMNA	NFIB	3	4	0.9070	0.0439
MAPRE3	NFIB	3	4	0.0609	0.4813
ACTB	NFIC	3	4	0.2996	0.3175
CTNNA1	NFIC	3	4	0.0580	0.4837
KRT8	NFIC	3	4	0.3007	0.3168
LMNA	NFIC	3	4	0.6756	0.1198
MAPRE3	NFIC	3	4	0.0855	0.4619
KRT8	NFIL3	3	7	0.0203	0.5116
LMNA	NFIL3	3	7	0.9099	0.0430
KRT8	NFIX	3	8	0.2752	0.3317
LMNA	NFIX	3	8	0.9702	0.0192
ACTB	NFKB1	3	14	0.7337	0.0981
CTNNA1	NFKB1	3	14	0.0221	0.5102
KRT8	NFKB1	3	14	0.9589	0.0267
LMNA	NFKB1	3	14	0.0327	0.5023
MAPRE3	NFKB1	3	14	0.1627	0.4040
ACTB	NFKB2	3	3	0.1975	0.3796
CTNNA1	NFKB2	3	3	0.0325	0.5024
KRT8	NFKB2	3	3	0.2326	0.3563
ACTB	NFKBIE	3	2	0.3418	0.2836
KRT8	NFKBIE	3	2	0.5338	0.1844
ACTB	NFRKB	3	20	0.1010	0.4494
KRT8	NFRKB	3	20	0.0625	0.4801
LMNA	NFRKB	3	20	0.4530	0.2262
MAPRE3	NFRKB	3	20	0.2766	0.3308
KRT8	NFS1	3	2	0.4935	0.2051
LMNA	NFS1	3	2	0.0906	0.4573
ACTB	NFU1	3	2	0.1490	0.4137
CTNNA1	NFU1	3	2	0.2537	0.3441
KRT8	NFU1	3	2	0.4303	0.2376
LMNA	NFU1	3	2	0.2024	0.3764
ACTB	NFX1	3	7	0.1620	0.4045
KRT8	NFX1	3	7	0.3150	0.3068
MAPRE3	NFX1	3	7	0.5605	0.1724
LMNA	NFXL1	3	1	0.1165	0.4355
ACTB	NGEF	3	2	0.3032	0.3151
KRT8	NGEF	3	2	0.4572	0.2242
ACTB	NHERF1	3	3	0.9587	0.0268
CTNNA1	NHERF1	3	3	0.3157	0.3061
KRT8	NHERF1	3	3	0.9536	0.0291
LMNA	NHERF1	3	3	0.5664	0.1700
MAPRE3	NHERF1	3	3	0.6856	0.1159
ACTB	NHERF2	3	3	0.1937	0.3819
CTNNA1	NHERF2	3	3	0.2005	0.3778
KRT8	NHERF2	3	3	0.1096	0.4407
LMNA	NHERF2	3	3	0.1606	0.4055
MAPRE3	NHERF2	3	3	0.1310	0.4254
ACTB	NHLRC2	3	2	0.1608	0.4053
CTNNA1	NHLRC2	3	2	0.1239	0.4303
KRT8	NHLRC2	3	2	0.2529	0.3447
LMNA	NHLRC2	3	2	0.1591	0.4066
ACTB	NHP2	3	3	0.2953	0.3203
CTNNA1	NHP2	3	3	0.0659	0.4774
KRT8	NHP2	3	3	0.4220	0.2427
LMNA	NHP2	3	3	0.4518	0.2269
MAPRE3	NHP2	3	3	0.0453	0.4928
ACTB	NHS	3	25	0.9831	0.0072
CTNNA1	NHS	3	25	0.9833	0.0069
KRT8	NHS	3	25	0.8899	0.0491
LMNA	NHS	3	25	0.0422	0.4953
MAPRE3	NHS	3	25	0.7044	0.1079
ACTB	NHSL1	3	8	0.9464	0.0320
CTNNA1	NHSL1	3	8	0.4293	0.2384
KRT8	NHSL1	3	8	0.4094	0.2499
MAPRE3	NHSL1	3	8	0.0725	0.4726
ACTB	NHSL3	3	14	0.9812	0.0090
CTNNA1	NHSL3	3	14	0.4768	0.2141
KRT8	NHSL3	3	14	0.7110	0.1056
LMNA	NHSL3	3	14	0.1733	0.3951
MAPRE3	NHSL3	3	14	0.4180	0.2451
ACTB	NIBAN1	3	1	0.7547	0.0912
KRT8	NIBAN1	3	1	0.6858	0.1157
LMNA	NIBAN1	3	1	0.2278	0.3592
ACTB	NIBAN2	3	23	0.9637	0.0238
CTNNA1	NIBAN2	3	23	0.8897	0.0492
KRT8	NIBAN2	3	23	0.9182	0.0405
LMNA	NIBAN2	3	23	0.6064	0.1519
MAPRE3	NIBAN2	3	23	0.7955	0.0785
ACTB	NIF3L1	3	2	0.3352	0.2862
CTNNA1	NIF3L1	3	2	0.0043	0.5257
KRT8	NIF3L1	3	2	0.4365	0.2347
LMNA	NIF3L1	3	2	0.0846	0.4628
MAPRE3	NIF3L1	3	2	0.0440	0.4938
ACTB	NIFK	3	4	0.1483	0.4143
CTNNA1	NIFK	3	4	0.0068	0.5231
KRT8	NIFK	3	4	0.4739	0.2158
LMNA	NIFK	3	4	0.4800	0.2124
ACTB	NIN	3	16	0.0412	0.4961
KRT8	NIN	3	16	0.8854	0.0507
MAPRE3	NIN	3	16	0.1013	0.4492
ACTB	NIP7	3	3	0.1084	0.4418
CTNNA1	NIP7	3	3	0.0833	0.4638
KRT8	NIP7	3	3	0.3518	0.2788
LMNA	NIP7	3	3	0.2826	0.3280
MAPRE3	NIP7	3	3	0.0912	0.4569
ACTB	NIPBL	3	55	0.3996	0.2543
CTNNA1	NIPBL	3	55	0.0521	0.4878
KRT8	NIPBL	3	55	0.5987	0.1557
LMNA	NIPBL	3	55	0.8575	0.0588
MAPRE3	NIPBL	3	55	0.2078	0.3727
ACTB	NISCH	3	7	0.4090	0.2501
CTNNA1	NISCH	3	7	0.0320	0.5028
KRT8	NISCH	3	7	0.8447	0.0628
LMNA	NISCH	3	7	0.1033	0.4474
ACTB	NIT1	3	2	0.1280	0.4274
CTNNA1	NIT1	3	2	0.0102	0.5198
KRT8	NIT1	3	2	0.0787	0.4676
LMNA	NIT1	3	2	0.0442	0.4937
ACTB	NIT2	3	2	0.1750	0.3938
ACTB	NKIRAS2	3	1	0.0001	0.5332
KRT8	NKIRAS2	3	1	0.0283	0.5055
MAPRE3	NKIRAS2	3	1	0.0006	0.5311
ACTB	NKRF	3	17	0.4755	0.2148
CTNNA1	NKRF	3	17	0.1702	0.3972
KRT8	NKRF	3	17	0.9429	0.0332
LMNA	NKRF	3	17	0.7841	0.0821
MAPRE3	NKRF	3	17	0.3960	0.2560
ACTB	NKTR	3	10	0.0641	0.4788
LMNA	NKTR	3	10	0.6029	0.1535
ACTB	NLE1	3	7	0.3847	0.2619
CTNNA1	NLE1	3	7	0.2701	0.3349
KRT8	NLE1	3	7	0.7443	0.0945
LMNA	NLE1	3	7	0.4646	0.2202
MAPRE3	NLE1	3	7	0.2282	0.3590
KRT8	NLN	3	3	0.3685	0.2708
LMNA	NLN	3	3	0.1418	0.4186
MAPRE3	NLN	3	3	0.0521	0.4878
ACTB	NLRC5	3	2	0.1947	0.3813
KRT8	NLRC5	3	2	0.0686	0.4754
ACTB	NMD3	3	2	0.1386	0.4205
KRT8	NMD3	3	2	0.3192	0.3038
ACTB	NME1	3	8	0.5809	0.1638
CTNNA1	NME1	3	8	0.3644	0.2731
KRT8	NME1	3	8	0.6871	0.1152
LMNA	NME1	3	8	0.4757	0.2147
MAPRE3	NME1	3	8	0.1928	0.3826
ACTB	NME3	3	1	0.2216	0.3630
KRT8	NME3	3	1	0.2266	0.3598
ACTB	NMT1	3	9	0.9241	0.0390
CTNNA1	NMT1	3	9	0.1001	0.4501
KRT8	NMT1	3	9	0.6704	0.1216
LMNA	NMT1	3	9	0.1478	0.4146
MAPRE3	NMT1	3	9	0.4350	0.2355
ACTB	NMT2	3	2	0.1418	0.4186
KRT8	NMT2	3	2	0.2428	0.3509
ACTB	NNMT	3	3	0.6994	0.1099
KRT8	NNMT	3	3	0.6028	0.1537
LMNA	NNMT	3	3	0.5970	0.1562
MAPRE3	NNMT	3	3	0.1619	0.4047
ACTB	NNT	3	12	0.5511	0.1765
CTNNA1	NNT	3	12	0.5390	0.1819
KRT8	NNT	3	12	0.8971	0.0470
LMNA	NNT	3	12	0.8051	0.0750
MAPRE3	NNT	3	12	0.1762	0.3931
KRT8	NOA1	3	3	0.5920	0.1586
ACTB	NOB1	3	4	0.7632	0.0885
CTNNA1	NOB1	3	4	0.2936	0.3213
KRT8	NOB1	3	4	0.6390	0.1370
LMNA	NOB1	3	4	0.3010	0.3166
MAPRE3	NOB1	3	4	0.8088	0.0740
ACTB	NOC2L	3	6	0.2301	0.3578
KRT8	NOC2L	3	6	0.7366	0.0972
LMNA	NOC2L	3	6	0.2160	0.3668
MAPRE3	NOC2L	3	6	0.0088	0.5211
ACTB	NOC3L	3	6	0.2714	0.3343
KRT8	NOC3L	3	6	0.3055	0.3136
LMNA	NOC3L	3	6	0.4918	0.2059
MAPRE3	NOC3L	3	6	0.0244	0.5083
ACTB	NOC4L	3	7	0.2953	0.3203
CTNNA1	NOC4L	3	7	0.3221	0.3018
KRT8	NOC4L	3	7	0.1571	0.4081
LMNA	NOC4L	3	7	0.2688	0.3356
MAPRE3	NOC4L	3	7	0.0706	0.4740
ACTB	NOL10	3	9	0.7082	0.1067
CTNNA1	NOL10	3	9	0.1042	0.4464
KRT8	NOL10	3	9	0.8433	0.0632
LMNA	NOL10	3	9	0.8242	0.0689
MAPRE3	NOL10	3	9	0.2824	0.3281
ACTB	NOL11	3	8	0.1954	0.3808
CTNNA1	NOL11	3	8	0.0423	0.4952
KRT8	NOL11	3	8	0.7747	0.0847
LMNA	NOL11	3	8	0.2768	0.3307
MAPRE3	NOL11	3	8	0.0422	0.4953
ACTB	NOL6	3	25	0.7642	0.0881
CTNNA1	NOL6	3	25	0.0842	0.4632
KRT8	NOL6	3	25	0.8417	0.0635
LMNA	NOL6	3	25	0.9723	0.0177
MAPRE3	NOL6	3	25	0.7874	0.0809
ACTB	NOL8	3	17	0.0907	0.4572
KRT8	NOL8	3	17	0.0624	0.4802
LMNA	NOL8	3	17	0.4280	0.2391
MAPRE3	NOL8	3	17	0.2009	0.3776
ACTB	NOL9	3	11	0.4222	0.2426
KRT8	NOL9	3	11	0.7080	0.1068
LMNA	NOL9	3	11	0.4840	0.2105
MAPRE3	NOL9	3	11	0.0564	0.4850
ACTB	NOLC1	3	3	0.0003	0.5322
KRT8	NOLC1	3	3	0.0001	0.5332
LMNA	NOLC1	3	3	0.0133	0.5170
MAPRE3	NOLC1	3	3	0.0021	0.5282
ACTB	NONO	3	16	0.9278	0.0380
CTNNA1	NONO	3	16	0.6504	0.1316
KRT8	NONO	3	16	0.9475	0.0317
LMNA	NONO	3	16	0.9654	0.0229
MAPRE3	NONO	3	16	0.8933	0.0481
ACTB	NOP14	3	13	0.0410	0.4963
KRT8	NOP14	3	13	0.0425	0.4950
LMNA	NOP14	3	13	0.8463	0.0623
MAPRE3	NOP14	3	13	0.0751	0.4706
KRT8	NOP16	3	3	0.0202	0.5117
LMNA	NOP16	3	3	0.2226	0.3622
ACTB	NOP2	3	15	0.6015	0.1542
CTNNA1	NOP2	3	15	0.1964	0.3803
KRT8	NOP2	3	15	0.8361	0.0650
LMNA	NOP2	3	15	0.7830	0.0825
MAPRE3	NOP2	3	15	0.6313	0.1404
ACTB	NOP53	3	3	0.0985	0.4514
LMNA	NOP53	3	3	0.1083	0.4420
ACTB	NOP56	3	13	0.6540	0.1301
CTNNA1	NOP56	3	13	0.0668	0.4766
KRT8	NOP56	3	13	0.5881	0.1607
LMNA	NOP56	3	13	0.5652	0.1704
MAPRE3	NOP56	3	13	0.3319	0.2953
ACTB	NOP58	3	16	0.6385	0.1372
CTNNA1	NOP58	3	16	0.1307	0.4257
KRT8	NOP58	3	16	0.6511	0.1314
LMNA	NOP58	3	16	0.7171	0.1034
MAPRE3	NOP58	3	16	0.1367	0.4218
ACTB	NOP9	3	3	0.1842	0.3886
CTNNA1	NOP9	3	3	0.0009	0.5306
KRT8	NOP9	3	3	0.2855	0.3265
LMNA	NOP9	3	3	0.0674	0.4761
ACTB	NOSIP	3	8	0.8859	0.0505
CTNNA1	NOSIP	3	8	0.4659	0.2195
KRT8	NOSIP	3	8	0.8908	0.0488
LMNA	NOSIP	3	8	0.9633	0.0241
MAPRE3	NOSIP	3	8	0.6039	0.1529
ACTB	NOTCH2	3	17	0.9391	0.0345
CTNNA1	NOTCH2	3	17	0.6941	0.1124
KRT8	NOTCH2	3	17	0.9558	0.0281
LMNA	NOTCH2	3	17	0.4685	0.2179
MAPRE3	NOTCH2	3	17	0.3804	0.2645
LMNA	NPAT	3	6	0.2813	0.3286
KRT8	NPC1	3	2	0.1592	0.4065
LMNA	NPC1	3	2	0.2480	0.3476
MAPRE3	NPC1	3	2	0.1373	0.4214
ACTB	NPEPPS	3	15	0.9161	0.0412
CTNNA1	NPEPPS	3	15	0.4039	0.2522
KRT8	NPEPPS	3	15	0.9690	0.0201
LMNA	NPEPPS	3	15	0.7245	0.1012
MAPRE3	NPEPPS	3	15	0.5359	0.1836
KRT8	NPHP3	3	1	0.0579	0.4838
ACTB	NPHP4	3	7	0.1315	0.4251
KRT8	NPHP4	3	7	0.4156	0.2464
MAPRE3	NPHP4	3	7	0.0659	0.4774
ACTB	NPLOC4	3	4	0.1504	0.4128
CTNNA1	NPLOC4	3	4	0.0832	0.4640
KRT8	NPLOC4	3	4	0.6778	0.1190
LMNA	NPLOC4	3	4	0.3797	0.2648
MAPRE3	NPLOC4	3	4	0.0021	0.5282
ACTB	NPM1	3	9	0.8495	0.0611
CTNNA1	NPM1	3	9	0.1195	0.4333
KRT8	NPM1	3	9	0.8888	0.0496
LMNA	NPM1	3	9	0.8420	0.0635
MAPRE3	NPM1	3	9	0.6001	0.1548
ACTB	NPRL3	3	2	0.6559	0.1293
KRT8	NPRL3	3	2	0.9231	0.0392
ACTB	NQO1	3	4	0.3084	0.3116
CTNNA1	NQO1	3	4	0.0870	0.4607
KRT8	NQO1	3	4	0.6810	0.1176
LMNA	NQO1	3	4	0.3882	0.2599
MAPRE3	NQO1	3	4	0.1285	0.4270
LMNA	NR2C1	3	2	0.1785	0.3919
LMNA	NR2C2	3	3	0.1306	0.4258
ACTB	NR2F1;NR2F2	3	1	0.1258	0.4290
KRT8	NR2F1;NR2F2	3	1	0.3057	0.3136
LMNA	NR2F1;NR2F2	3	1	0.0615	0.4808
ACTB	NR3C1	3	18	0.9385	0.0346
CTNNA1	NR3C1	3	18	0.3728	0.2683
KRT8	NR3C1	3	18	0.9385	0.0346
LMNA	NR3C1	3	18	0.7995	0.0769
MAPRE3	NR3C1	3	18	0.6791	0.1183
LMNA	NR4A1	3	1	0.4856	0.2095
KRT8	NRBF2	3	1	0.5777	0.1654
MAPRE3	NRBF2	3	1	0.0017	0.5289
ACTB	NRBP1	3	3	0.3311	0.2959
CTNNA1	NRBP1	3	3	0.0744	0.4712
KRT8	NRBP1	3	3	0.6726	0.1208
MAPRE3	NRBP1	3	3	0.0994	0.4507
KRT8	NRBP2	3	1	0.3331	0.2938
ACTB	NRDC	3	18	0.5792	0.1646
CTNNA1	NRDC	3	18	0.4359	0.2350
KRT8	NRDC	3	18	0.7339	0.0979
LMNA	NRDC	3	18	0.4454	0.2300
MAPRE3	NRDC	3	18	0.0907	0.4572
LMNA	NRDE2	3	5	0.3344	0.2866
KRT8	NRIP1	3	14	0.0320	0.5028
LMNA	NRIP1	3	14	0.9592	0.0266
MAPRE3	NRIP1	3	14	0.0745	0.4711
ACTB	NSA2	3	2	0.1643	0.4026
CTNNA1	NSA2	3	2	0.0619	0.4805
KRT8	NSA2	3	2	0.5857	0.1617
LMNA	NSA2	3	2	0.3100	0.3105
MAPRE3	NSA2	3	2	0.0927	0.4559
ACTB	NSD1	3	30	0.0648	0.4782
KRT8	NSD1	3	30	0.0409	0.4964
LMNA	NSD1	3	30	0.8702	0.0550
MAPRE3	NSD1	3	30	0.0814	0.4656
ACTB	NSD2	3	19	0.0855	0.4619
CTNNA1	NSD2	3	19	0.0244	0.5083
LMNA	NSD2	3	19	0.9324	0.0364
MAPRE3	NSD2	3	19	0.0172	0.5143
LMNA	NSD3	3	15	0.9594	0.0265
ACTB	NSDHL	3	3	0.0614	0.4808
KRT8	NSDHL	3	3	0.2926	0.3219
LMNA	NSDHL	3	3	0.7570	0.0903
ACTB	NSF	3	13	0.9302	0.0372
CTNNA1	NSF	3	13	0.0355	0.5003
KRT8	NSF	3	13	0.9692	0.0200
LMNA	NSF	3	13	0.1312	0.4252
MAPRE3	NSF	3	13	0.4149	0.2469
ACTB	NSFL1C	3	4	0.1990	0.3787
KRT8	NSFL1C	3	4	0.3162	0.3058
LMNA	NSFL1C	3	4	0.0444	0.4935
ACTB	NSL1	3	1	0.0465	0.4920
LMNA	NSL1	3	1	0.0926	0.4561
ACTB	NSMCE2	3	1	0.9382	0.0347
CTNNA1	NSMCE2	3	1	0.1104	0.4399
KRT8	NSMCE2	3	1	0.9631	0.0242
LMNA	NSMCE2	3	1	0.9280	0.0380
MAPRE3	NSMCE2	3	1	0.6893	0.1143
KRT8	NSRP1	3	8	0.0767	0.4695
LMNA	NSRP1	3	8	0.9668	0.0217
MAPRE3	NSRP1	3	8	0.1428	0.4179
ACTB	NSUN2	3	26	0.8541	0.0596
CTNNA1	NSUN2	3	26	0.3752	0.2670
KRT8	NSUN2	3	26	0.9302	0.0372
LMNA	NSUN2	3	26	0.8851	0.0507
MAPRE3	NSUN2	3	26	0.4890	0.2077
ACTB	NSUN3	3	1	0.3133	0.3083
KRT8	NSUN3	3	1	0.6796	0.1182
MAPRE3	NSUN3	3	1	0.0739	0.4716
ACTB	NSUN5	3	2	0.1354	0.4225
LMNA	NSUN5	3	2	0.2744	0.3323
MAPRE3	NSUN5	3	2	0.0057	0.5241
ACTB	NT5C2	3	5	0.4382	0.2340
CTNNA1	NT5C2	3	5	0.0067	0.5232
KRT8	NT5C2	3	5	0.5895	0.1599
LMNA	NT5C2	3	5	0.3728	0.2683
MAPRE3	NT5C2	3	5	0.3526	0.2783
ACTB	NT5DC1	3	4	0.6093	0.1506
CTNNA1	NT5DC1	3	4	0.2293	0.3584
KRT8	NT5DC1	3	4	0.5217	0.1901
LMNA	NT5DC1	3	4	0.5718	0.1675
MAPRE3	NT5DC1	3	4	0.1658	0.4017
ACTB	NT5DC2	3	11	0.4122	0.2482
CTNNA1	NT5DC2	3	11	0.2663	0.3368
KRT8	NT5DC2	3	11	0.9544	0.0288
LMNA	NT5DC2	3	11	0.7667	0.0874
MAPRE3	NT5DC2	3	11	0.2107	0.3706
LMNA	NTHL1	3	2	0.0673	0.4762
ACTB	NTPCR	3	4	0.5691	0.1685
CTNNA1	NTPCR	3	4	0.0229	0.5095
KRT8	NTPCR	3	4	0.7478	0.0929
LMNA	NTPCR	3	4	0.4252	0.2410
MAPRE3	NTPCR	3	4	0.2085	0.3723
ACTB	NUB1	3	2	0.4480	0.2286
KRT8	NUB1	3	2	0.3104	0.3101
LMNA	NUB1	3	2	0.4485	0.2283
MAPRE3	NUB1	3	2	0.1715	0.3962
ACTB	NUBP2	3	4	0.1841	0.3886
CTNNA1	NUBP2	3	4	0.0805	0.4664
KRT8	NUBP2	3	4	0.6800	0.1180
LMNA	NUBP2	3	4	0.3973	0.2553
MAPRE3	NUBP2	3	4	0.1094	0.4408
ACTB	NUCB2	3	3	0.2193	0.3645
LMNA	NUCB2	3	3	0.0122	0.5179
ACTB	NUDC	3	20	0.9620	0.0249
CTNNA1	NUDC	3	20	0.5632	0.1711
KRT8	NUDC	3	20	0.9622	0.0248
LMNA	NUDC	3	20	0.8722	0.0545
MAPRE3	NUDC	3	20	0.7927	0.0792
ACTB	NUDCD1	3	5	0.3039	0.3145
CTNNA1	NUDCD1	3	5	0.3709	0.2693
KRT8	NUDCD1	3	5	0.4910	0.2064
LMNA	NUDCD1	3	5	0.6906	0.1137
MAPRE3	NUDCD1	3	5	0.0828	0.4644
ACTB	NUDCD2	3	2	0.9580	0.0272
KRT8	NUDCD2	3	2	0.8100	0.0736
LMNA	NUDCD2	3	2	0.7496	0.0925
MAPRE3	NUDCD2	3	2	0.1962	0.3805
ACTB	NUDCD3	3	6	0.7190	0.1027
KRT8	NUDCD3	3	6	0.9111	0.0427
LMNA	NUDCD3	3	6	0.5168	0.1924
MAPRE3	NUDCD3	3	6	0.1982	0.3793
ACTB	NUDT12	3	2	0.0509	0.4891
KRT8	NUDT12	3	2	0.1195	0.4333
MAPRE3	NUDT12	3	2	0.0109	0.5189
ACTB	NUDT16L1	3	6	0.4533	0.2261
CTNNA1	NUDT16L1	3	6	0.1228	0.4311
KRT8	NUDT16L1	3	6	0.7653	0.0879
LMNA	NUDT16L1	3	6	0.5795	0.1645
MAPRE3	NUDT16L1	3	6	0.3674	0.2713
ACTB	NUDT21	3	7	0.6421	0.1359
KRT8	NUDT21	3	7	0.4872	0.2084
LMNA	NUDT21	3	7	0.9779	0.0121
MAPRE3	NUDT21	3	7	0.3891	0.2595
ACTB	NUDT5	3	11	0.9656	0.0227
CTNNA1	NUDT5	3	11	0.7009	0.1092
KRT8	NUDT5	3	11	0.9674	0.0213
LMNA	NUDT5	3	11	0.9536	0.0291
MAPRE3	NUDT5	3	11	0.8661	0.0562
ACTB	NUDT9	3	3	0.1446	0.4169
CTNNA1	NUDT9	3	3	0.1242	0.4301
KRT8	NUDT9	3	3	0.0567	0.4847
LMNA	NUDT9	3	3	0.0563	0.4850
MAPRE3	NUDT9	3	3	0.0547	0.4861
ACTB	NUF2	3	10	0.2453	0.3492
