Bait	PreyGene	#Rep	#Pep	#Frag	AvgP	BFDR
ACTB	ACTB;ACTG1	3	12	26|26|26|13|25|13|13|26|26|26|26|26	0.9973	0.0007
CTNNA1	ACTB;ACTG1	3	12	26|26|26|13|25|13|13|26|26|26|26|26	0.8186	0.0636
KRT8	ACTB;ACTG1	3	12	26|26|26|13|25|13|13|26|26|26|26|26	0.7911	0.0723
LMNA	ACTB;ACTG1	3	12	26|26|26|13|25|13|13|26|26|26|26|26	0.7747	0.0770
MAPRE3	ACTB;ACTG1	3	12	26|26|26|13|25|13|13|26|26|26|26|26	0.6897	0.1059
ACTB	ACTBL2	3	13	26|26|13|13|13|13|13|13|13|26|13|39|26	0.9966	0.0009
CTNNA1	ACTBL2	3	13	26|26|13|13|13|13|13|13|13|26|13|39|26	0.4487	0.2074
KRT8	ACTBL2	3	13	26|26|13|13|13|13|13|13|13|26|13|39|26	0.4035	0.2323
LMNA	ACTBL2	3	13	26|26|13|13|13|13|13|13|13|26|13|39|26	0.4832	0.1944
MAPRE3	ACTBL2	3	13	26|26|13|13|13|13|13|13|13|26|13|39|26	0.5099	0.1810
ACTB	ACTC1	3	2	13|13	0.3333	0.2523
CTNNA1	ACTC1	3	2	13|13	0.1667	0.3865
KRT8	ACTC1	3	2	13|13	0.1666	0.3904
ACTB	ACTL6A	3	2	13|13	0.4759	0.1983
KRT8	ACTL6A	3	2	13|13	0.6508	0.1227
LMNA	ACTL6A	3	2	13|13	0.3169	0.3243
MAPRE3	ACTL6A	3	2	13|13	0.1401	0.4173
ACTB	ACTMAP	3	3	13|13|13	0.4359	0.2143
KRT8	ACTMAP	3	3	13|13|13	0.1091	0.4398
LMNA	ACTMAP	3	3	13|13|13	0.0922	0.4552
ACTB	ACTN1	3	29	13|13|26|13|13|13|13|13|13|13|26|26|13|13|26|13|13|26|13|13|26|13|13|13|13|12|13|13|13	0.9967	0.0009
CTNNA1	ACTN1	3	29	13|13|26|13|13|13|13|13|13|13|26|26|13|13|26|13|13|26|13|13|26|13|13|13|13|12|13|13|13	0.1470	0.4154
KRT8	ACTN1	3	29	13|13|26|13|13|13|13|13|13|13|26|26|13|13|26|13|13|26|13|13|26|13|13|13|13|12|13|13|13	0.8873	0.0419
LMNA	ACTN1	3	29	13|13|26|13|13|13|13|13|13|13|26|26|13|13|26|13|13|26|13|13|26|13|13|13|13|12|13|13|13	0.1910	0.3796
MAPRE3	ACTN1	3	29	13|13|26|13|13|13|13|13|13|13|26|26|13|13|26|13|13|26|13|13|26|13|13|13|13|12|13|13|13	0.2207	0.3603
ACTB	ACTN2	3	1	13	0.3333	0.2523
ACTB	ACTN4	3	46	13|26|26|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|26|26|13|13|12|26|13|26|26	0.9950	0.0014
CTNNA1	ACTN4	3	46	13|26|26|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|26|26|13|13|12|26|13|26|26	0.4131	0.2287
KRT8	ACTN4	3	46	13|26|26|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|26|26|13|13|12|26|13|26|26	0.9470	0.0271
LMNA	ACTN4	3	46	13|26|26|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|26|26|13|13|12|26|13|26|26	0.5665	0.1558
MAPRE3	ACTN4	3	46	13|26|26|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|26|26|13|13|12|26|13|26|26	0.5457	0.1643
ACTB	ACTR10	3	2	13|13	0.3222	0.3174
KRT8	ACTR10	3	2	13|13	0.1637	0.4040
ACTB	ACTR2	3	8	13|13|13|13|13|13|13|13	0.9704	0.0185
CTNNA1	ACTR2	3	8	13|13|13|13|13|13|13|13	0.6235	0.1397
KRT8	ACTR2	3	8	13|13|13|13|13|13|13|13	0.9663	0.0207
LMNA	ACTR2	3	8	13|13|13|13|13|13|13|13	0.8565	0.0519
MAPRE3	ACTR2	3	8	13|13|13|13|13|13|13|13	0.5899	0.1500
ACTB	ACTR3	3	7	13|13|13|13|13|13|13	0.9704	0.0185
CTNNA1	ACTR3	3	7	13|13|13|13|13|13|13	0.7821	0.0746
KRT8	ACTR3	3	7	13|13|13|13|13|13|13	0.9570	0.0242
LMNA	ACTR3	3	7	13|13|13|13|13|13|13	0.8369	0.0577
MAPRE3	ACTR3	3	7	13|13|13|13|13|13|13	0.8809	0.0438
KRT8	ACTR5	3	3	13|13|13	0.4125	0.2290
LMNA	ACTR5	3	3	13|13|13	0.2964	0.3361
ACTB	ACTR8	3	3	26|13|13	0.1111	0.4265
LMNA	ACTR8	3	3	26|13|13	0.1480	0.4151
ACTB	ACVR2A	3	1	13	0.3333	0.2523
ACTB	ACY1	3	2	13|13	0.4716	0.2000
KRT8	ACY1	3	2	13|13	0.3256	0.3112
ACTB	ACYP2	3	3	13|13|13	0.7313	0.0931
CTNNA1	ACYP2	3	3	13|13|13	0.5981	0.1477
KRT8	ACYP2	3	3	13|13|13	0.6285	0.1375
LMNA	ACYP2	3	3	13|13|13	0.7395	0.0905
MAPRE3	ACYP2	3	3	13|13|13	0.8172	0.0642
ACTB	ADA	3	10	13|13|13|13|13|13|13|13|13|13	0.8020	0.0693
CTNNA1	ADA	3	10	13|13|13|13|13|13|13|13|13|13	0.9276	0.0316
KRT8	ADA	3	10	13|13|13|13|13|13|13|13|13|13	0.6223	0.1403
LMNA	ADA	3	10	13|13|13|13|13|13|13|13|13|13	0.9622	0.0225
MAPRE3	ADA	3	10	13|13|13|13|13|13|13|13|13|13	0.7491	0.0865
ACTB	ADA2	3	1	13	0.3333	0.2523
LMNA	ADAM12	3	2	13|13	0.4998	0.1845
LMNA	ADAM17	3	12	13|13|13|13|13|13|13|12|13|13|13|26	0.9999	0.0000
KRT8	ADAM33	3	1	13	0.3333	0.2523
LMNA	ADAMTS13	3	1	13	0.3333	0.2523
ACTB	ADAMTS5	3	1	13	0.3332	0.2754
ACTB	ADAMTSL2	3	1	13	0.3331	0.2825
ACTB	ADAR	3	25	13|26|13|13|26|13|12|13|13|13|13|13|13|13|13|26|13|26|13|13|26|12|13|13|13	0.9150	0.0347
CTNNA1	ADAR	3	25	13|26|13|13|26|13|12|13|13|13|13|13|13|13|13|26|13|26|13|13|26|12|13|13|13	0.4990	0.1853
KRT8	ADAR	3	25	13|26|13|13|26|13|12|13|13|13|13|13|13|13|13|26|13|26|13|13|26|12|13|13|13	0.9670	0.0203
LMNA	ADAR	3	25	13|26|13|13|26|13|12|13|13|13|13|13|13|13|13|26|13|26|13|13|26|12|13|13|13	0.9472	0.0271
MAPRE3	ADAR	3	25	13|26|13|13|26|13|12|13|13|13|13|13|13|13|13|26|13|26|13|13|26|12|13|13|13	0.9016	0.0381
KRT8	ADARB2	3	1	13	0.3323	0.2952
MAPRE3	ADARB2-AS1	3	1	12	0.3314	0.2994
LMNA	ADAT1	3	1	13	0.3332	0.2754
ACTB	ADCY1	3	1	13	0.3333	0.2523
CTNNA1	ADCY10	3	3	13|13|13	0.1110	0.4327
LMNA	ADCY5;ADCY6	3	2	13|13	0.1667	0.3865
MAPRE3	ADCY5;ADCY6	3	2	13|13	0.1664	0.3977
ACTB	ADCY9	3	1	13	0.3331	0.2825
ACTB	ADD1	3	16	13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.9914	0.0034
CTNNA1	ADD1	3	16	13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.3006	0.3346
KRT8	ADD1	3	16	13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.9023	0.0379
LMNA	ADD1	3	16	13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.3005	0.3347
MAPRE3	ADD1	3	16	13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.3310	0.3005
ACTB	ADD3	3	18	13|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13	0.9878	0.0054
CTNNA1	ADD3	3	18	13|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13	0.4917	0.1888
KRT8	ADD3	3	18	13|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13	0.9478	0.0269
LMNA	ADD3	3	18	13|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13	0.7576	0.0832
MAPRE3	ADD3	3	18	13|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13	0.5254	0.1751
LMNA	ADGRB1	3	1	13	0.3331	0.2825
LMNA	ADGRB2	3	1	8	0.3311	0.3002
ACTB	ADGRB3	3	1	13	0.3333	0.2523
MAPRE3	ADGRB3	3	1	13	0.3333	0.2523
ACTB	ADGRE5	3	3	13|13|13	0.1079	0.4419
CTNNA1	ADGRE5	3	3	13|13|13	0.1111	0.4265
KRT8	ADGRE5	3	3	13|13|13	0.2189	0.3619
LMNA	ADGRE5	3	3	13|13|13	0.2156	0.3660
MAPRE3	ADGRE5	3	3	13|13|13	0.1073	0.4432
LMNA	ADGRF5	3	1	13	0.3329	0.2887
ACTB	ADGRG1	3	1	13	0.3320	0.2968
ACTB	ADGRL2	3	2	13|13	0.3319	0.2973
LMNA	ADGRV1	3	2	13|13	0.1665	0.3953
MAPRE3	ADH1A;ADH1C	3	1	26	0.0998	0.4516
ACTB	ADH6	3	1	13	0.3331	0.2825
ACTB	ADH7	3	1	13	0.3333	0.2523
ACTB	ADI1	3	5	13|13|13|13|13	0.9331	0.0302
CTNNA1	ADI1	3	5	13|13|13|13|13	0.7595	0.0824
KRT8	ADI1	3	5	13|13|13|13|13	0.7959	0.0710
LMNA	ADI1	3	5	13|13|13|13|13	0.7951	0.0712
MAPRE3	ADI1	3	5	13|13|13|13|13	0.4881	0.1910
CTNNA1	ADISSP	3	2	13|13	0.1598	0.4090
KRT8	ADISSP	3	2	13|13	0.3254	0.3115
LMNA	ADISSP	3	2	13|13	0.4829	0.1947
MAPRE3	ADISSP	3	2	13|13	0.1562	0.4118
LMNA	ADK	3	2	13|13	0.1666	0.3904
MAPRE3	ADK	3	2	13|13	0.1661	0.3998
LMNA	ADM2	3	1	13	0.3333	0.2523
ACTB	ADNP	3	42	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|13	0.5176	0.1783
CTNNA1	ADNP	3	42	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|13	0.1022	0.4500
KRT8	ADNP	3	42	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|13	0.4791	0.1967
LMNA	ADNP	3	42	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|13	0.9598	0.0234
MAPRE3	ADNP	3	42	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|13	0.8128	0.0657
LMNA	ADNP2	3	4	13|13|13|13	0.3315	0.2992
ACTB	ADPGK	3	4	13|13|12|13	0.5389	0.1687
KRT8	ADPGK	3	4	13|13|12|13	0.3194	0.3212
LMNA	ADPGK	3	4	13|13|12|13	0.3018	0.3340
MAPRE3	ADPGK	3	4	13|13|12|13	0.1940	0.3785
LMNA	ADPRS	3	1	13	0.3316	0.2987
ACTB	ADRM1	3	2	13|13	0.6334	0.1351
CTNNA1	ADRM1	3	2	13|13	0.4567	0.2048
KRT8	ADRM1	3	2	13|13	0.9183	0.0338
LMNA	ADRM1	3	2	13|13	0.4691	0.2009
MAPRE3	ADRM1	3	2	13|13	0.6943	0.1046
ACTB	ADSL	3	11	13|26|13|26|13|13|13|13|13|13|13	0.9700	0.0187
CTNNA1	ADSL	3	11	13|26|13|26|13|13|13|13|13|13|13	0.3688	0.2442
KRT8	ADSL	3	11	13|26|13|26|13|13|13|13|13|13|13	0.8939	0.0400
LMNA	ADSL	3	11	13|26|13|26|13|13|13|13|13|13|13	0.5048	0.1823
MAPRE3	ADSL	3	11	13|26|13|26|13|13|13|13|13|13|13	0.6231	0.1399
ACTB	ADSS2	3	6	13|13|13|13|13|25	0.8353	0.0583
CTNNA1	ADSS2	3	6	13|13|13|13|13|25	0.8581	0.0516
KRT8	ADSS2	3	6	13|13|13|13|13|25	0.6188	0.1414
LMNA	ADSS2	3	6	13|13|13|13|13|25	0.8028	0.0690
MAPRE3	ADSS2	3	6	13|13|13|13|13|25	0.8792	0.0444
ACTB	AFAP1	3	14	13|13|13|13|26|26|13|13|26|13|13|13|13|13	0.9983	0.0004
CTNNA1	AFAP1	3	14	13|13|13|13|26|26|13|13|26|13|13|13|13|13	0.2609	0.3455
KRT8	AFAP1	3	14	13|13|13|13|26|26|13|13|26|13|13|13|13|13	0.8188	0.0636
LMNA	AFAP1	3	14	13|13|13|13|26|26|13|13|26|13|13|13|13|13	0.2673	0.3440
MAPRE3	AFAP1	3	14	13|13|13|13|26|26|13|13|26|13|13|13|13|13	0.3965	0.2351
ACTB	AFAP1L1	3	6	13|13|13|13|13|13	0.8737	0.0462
KRT8	AFAP1L1	3	6	13|13|13|13|13|13	0.2218	0.3589
ACTB	AFAP1L2	3	2	13|13	0.3333	0.2523
CTNNA1	AFAP1L2	3	2	13|13	0.1666	0.3904
ACTB	AFDN	3	43	13|12|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|26|13	0.9844	0.0075
CTNNA1	AFDN	3	43	13|12|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|26|13	0.9755	0.0146
KRT8	AFDN	3	43	13|12|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|26|13	0.5490	0.1624
LMNA	AFDN	3	43	13|12|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|26|13	0.0363	0.4796
MAPRE3	AFDN	3	43	13|12|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|26|13	0.1265	0.4220
ACTB	AFF1	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0787	0.4624
KRT8	AFF1	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0395	0.4784
LMNA	AFF1	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8042	0.0686
MAPRE3	AFF1	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2670	0.3441
ACTB	AFF4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0631	0.4690
KRT8	AFF4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0935	0.4546
LMNA	AFF4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8243	0.0616
MAPRE3	AFF4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2003	0.3756
ACTB	AFG2A	3	15	13|13|13|13|13|13|13|26|13|13|13|13|26|13|13	0.7604	0.0820
CTNNA1	AFG2A	3	15	13|13|13|13|13|13|13|26|13|13|13|13|26|13|13	0.0788	0.4623
KRT8	AFG2A	3	15	13|13|13|13|13|13|13|26|13|13|13|13|26|13|13	0.8334	0.0589
LMNA	AFG2A	3	15	13|13|13|13|13|13|13|26|13|13|13|13|26|13|13	0.0795	0.4619
MAPRE3	AFG2A	3	15	13|13|13|13|13|13|13|26|13|13|13|13|26|13|13	0.2612	0.3455
ACTB	AFG2B	3	16	13|13|13|13|13|13|13|11|13|13|13|13|13|13|13|26	0.8456	0.0553
CTNNA1	AFG2B	3	16	13|13|13|13|13|13|13|11|13|13|13|13|13|13|13|26	0.0757	0.4642
KRT8	AFG2B	3	16	13|13|13|13|13|13|13|11|13|13|13|13|13|13|13|26	0.9771	0.0131
LMNA	AFG2B	3	16	13|13|13|13|13|13|13|11|13|13|13|13|13|13|13|26	0.0393	0.4785
MAPRE3	AFG2B	3	16	13|13|13|13|13|13|13|11|13|13|13|13|13|13|13|26	0.3769	0.2416
ACTB	AFG3L2	3	5	13|12|13|13|13	0.2215	0.3595
CTNNA1	AFG3L2	3	5	13|12|13|13|13	0.0845	0.4581
KRT8	AFG3L2	3	5	13|12|13|13|13	0.7704	0.0784
LMNA	AFG3L2	3	5	13|12|13|13|13	0.4362	0.2141
ACTB	AFTPH	3	10	13|26|13|13|13|13|13|13|26|13	0.9544	0.0252
CTNNA1	AFTPH	3	10	13|26|13|13|13|13|13|13|26|13	0.0433	0.4766
KRT8	AFTPH	3	10	13|26|13|13|13|13|13|13|26|13	0.9679	0.0198
MAPRE3	AFTPH	3	10	13|26|13|13|13|13|13|13|26|13	0.4228	0.2244
ACTB	AGAP1	3	8	13|13|13|12|13|13|13|12	0.2423	0.3513
CTNNA1	AGAP1	3	8	13|13|13|12|13|13|13|12	0.1508	0.4143
KRT8	AGAP1	3	8	13|13|13|12|13|13|13|12	0.8206	0.0628
MAPRE3	AGAP1	3	8	13|13|13|12|13|13|13|12	0.2371	0.3528
ACTB	AGAP3	3	9	13|13|13|13|13|13|13|13|13	0.7691	0.0788
CTNNA1	AGAP3	3	9	13|13|13|13|13|13|13|13|13	0.1088	0.4404
KRT8	AGAP3	3	9	13|13|13|13|13|13|13|13|13	0.9766	0.0136
LMNA	AGAP3	3	9	13|13|13|13|13|13|13|13|13	0.7450	0.0881
MAPRE3	AGAP3	3	9	13|13|13|13|13|13|13|13|13	0.7227	0.0965
ACTB	AGFG1	3	13	26|13|13|13|13|26|13|13|25|13|26|13|13	0.9617	0.0227
CTNNA1	AGFG1	3	13	26|13|13|13|13|26|13|13|25|13|26|13|13	0.7418	0.0895
KRT8	AGFG1	3	13	26|13|13|13|13|26|13|13|25|13|26|13|13	0.9736	0.0162
LMNA	AGFG1	3	13	26|13|13|13|13|26|13|13|25|13|26|13|13	0.9328	0.0304
MAPRE3	AGFG1	3	13	26|13|13|13|13|26|13|13|25|13|26|13|13	0.9222	0.0328
ACTB	AGFG2	3	3	13|13|13	0.3201	0.3201
KRT8	AGFG2	3	3	13|13|13	0.5235	0.1761
LMNA	AGFG2	3	3	13|13|13	0.2796	0.3409
MAPRE3	AGFG2	3	3	13|13|13	0.1808	0.3829
LMNA	AGGF1	3	7	13|13|13|13|13|13|13	0.9636	0.0220
ACTB	AGK	3	3	13|13|12	0.4351	0.2150
KRT8	AGK	3	3	13|13|12	0.5282	0.1739
LMNA	AGK	3	3	13|13|12	0.7147	0.0988
MAPRE3	AGK	3	3	13|13|12	0.4260	0.2220
ACTB	AGL	3	6	13|13|13|13|13|13	0.2222	0.3566
KRT8	AGL	3	6	13|13|13|13|13|13	0.6635	0.1147
MAPRE3	AGL	3	6	13|13|13|13|13|13	0.1110	0.4327
ACTB	AGMAT	3	1	13	0.3333	0.2523
CTNNA1	AGMAT	3	1	13	0.3330	0.2865
KRT8	AGMAT	3	1	13	0.3333	0.2523
ACTB	AGO1	3	12	13|13|13|13|13|13|13|13|13|13|13|10	0.1103	0.4373
KRT8	AGO1	3	12	13|13|13|13|13|13|13|13|13|13|13|10	0.7577	0.0831
MAPRE3	AGO1	3	12	13|13|13|13|13|13|13|13|13|13|13|10	0.0956	0.4537
ACTB	AGO2	3	19	13|13|26|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13	0.8480	0.0545
CTNNA1	AGO2	3	19	13|13|26|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13	0.3857	0.2387
KRT8	AGO2	3	19	13|13|26|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13	0.9819	0.0091
LMNA	AGO2	3	19	13|13|26|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13	0.4447	0.2085
MAPRE3	AGO2	3	19	13|13|26|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13	0.8015	0.0694
ACTB	AGO3	3	9	13|13|26|13|13|13|13|26|13	0.4426	0.2104
CTNNA1	AGO3	3	9	13|13|26|13|13|13|13|26|13	0.0633	0.4689
KRT8	AGO3	3	9	13|13|26|13|13|13|13|26|13	0.9143	0.0348
MAPRE3	AGO3	3	9	13|13|26|13|13|13|13|26|13	0.3658	0.2452
LMNA	AGPAT1	3	1	13	0.3333	0.2523
ACTB	AGPS	3	11	13|13|13|13|13|13|13|13|13|26|13	0.6343	0.1347
CTNNA1	AGPS	3	11	13|13|13|13|13|13|13|13|13|26|13	0.3038	0.3329
KRT8	AGPS	3	11	13|13|13|13|13|13|13|13|13|26|13	0.9845	0.0074
LMNA	AGPS	3	11	13|13|13|13|13|13|13|13|13|26|13	0.5640	0.1566
MAPRE3	AGPS	3	11	13|13|13|13|13|13|13|13|13|26|13	0.2608	0.3455
ACTB	AGR2;AGR3	3	1	13	0.3332	0.2754
KRT8	AGRN	3	3	13|13|13	0.2132	0.3686
LMNA	AGRN	3	3	13|13|13	0.0780	0.4629
ACTB	AGTPBP1	3	10	13|13|13|13|13|13|13|13|13|13	0.1952	0.3779
KRT8	AGTPBP1	3	10	13|13|13|13|13|13|13|13|13|13	0.6514	0.1224
MAPRE3	AGTPBP1	3	10	13|13|13|13|13|13|13|13|13|13	0.1304	0.4204
ACTB	AHCTF1	3	87	25|12|13|13|26|26|13|13|13|26|13|13|13|13|13|39|12|26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|26|13|13|13|12|25|26|13|26|13|13|13|13|13|13|26|13|26|26|13|13|26|13|13|26|26|26|13|13|13|13|13	0.3466	0.2498
CTNNA1	AHCTF1	3	87	25|12|13|13|26|26|13|13|13|26|13|13|13|13|13|39|12|26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|26|13|13|13|12|25|26|13|26|13|13|13|13|13|13|26|13|26|26|13|13|26|13|13|26|26|26|13|13|13|13|13	0.0488	0.4744
KRT8	AHCTF1	3	87	25|12|13|13|26|26|13|13|13|26|13|13|13|13|13|39|12|26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|26|13|13|13|12|25|26|13|26|13|13|13|13|13|13|26|13|26|26|13|13|26|13|13|26|26|26|13|13|13|13|13	0.6129	0.1435
LMNA	AHCTF1	3	87	25|12|13|13|26|26|13|13|13|26|13|13|13|13|13|39|12|26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|26|13|13|13|12|25|26|13|26|13|13|13|13|13|13|26|13|26|26|13|13|26|13|13|26|26|26|13|13|13|13|13	0.9956	0.0013
MAPRE3	AHCTF1	3	87	25|12|13|13|26|26|13|13|13|26|13|13|13|13|13|39|12|26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|26|13|13|13|12|25|26|13|26|13|13|13|13|13|13|26|13|26|26|13|13|26|13|13|26|26|26|13|13|13|13|13	0.2197	0.3611
ACTB	AHCY	3	12	13|13|13|26|13|13|13|13|13|13|13|13	0.9728	0.0169
CTNNA1	AHCY	3	12	13|13|13|26|13|13|13|13|13|13|13|13	0.7578	0.0831
KRT8	AHCY	3	12	13|13|13|26|13|13|13|13|13|13|13|13	0.9725	0.0171
LMNA	AHCY	3	12	13|13|13|26|13|13|13|13|13|13|13|13	0.8943	0.0399
MAPRE3	AHCY	3	12	13|13|13|26|13|13|13|13|13|13|13|13	0.9050	0.0372
ACTB	AHCYL1	3	10	26|13|13|13|13|13|13|13|13|13	0.9772	0.0130
CTNNA1	AHCYL1	3	10	26|13|13|13|13|13|13|13|13|13	0.3249	0.3127
KRT8	AHCYL1	3	10	26|13|13|13|13|13|13|13|13|13	0.9778	0.0124
LMNA	AHCYL1	3	10	26|13|13|13|13|13|13|13|13|13	0.5201	0.1773
MAPRE3	AHCYL1	3	10	26|13|13|13|13|13|13|13|13|13	0.7657	0.0799
ACTB	AHDC1	3	28	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13	0.1241	0.4229
CTNNA1	AHDC1	3	28	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13	0.0238	0.4833
KRT8	AHDC1	3	28	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13	0.1505	0.4144
LMNA	AHDC1	3	28	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13	0.9824	0.0088
MAPRE3	AHDC1	3	28	13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13	0.1038	0.4483
ACTB	AHI1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.4961	0.1865
CTNNA1	AHI1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0370	0.4793
KRT8	AHI1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.7995	0.0700
MAPRE3	AHI1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2829	0.3398
