Bait	PreyGene	predicted_probability	FDR	background_flag_protein
ACTB	CDK12	0.0076	1	
ACTB	CDK13	0.0004	1	
ACTB	CDK16	0.5349	0.350064452	
ACTB	CDK17	0.5984	0.222715998	
ACTB	CDK2	0.59	0.231253315	
ACTB	CDK4	0.5368	0.350064452	
ACTB	CDK5	0.5357	0.350064452	
ACTB	CDK5RAP1	0.525	0.365756516	
ACTB	CDK5RAP2	0.6958	0.160118577	
ACTB	CDK5RAP3	0.5009	0.40454044	
ACTB	CDK6	0.5155	0.380093476	
ACTB	CDK7	0.0136	1	
ACTB	CDK9	0.0448	1	
ACTB	CDKAL1	0.5888	0.233147878	likely background
ACTB	CDKL5	0.5054	0.391717776	
ACTB	CDKN2A	0.7566	0.142503212	likely background
ACTB	CDKN2AIP	0.0047	1	
ACTB	CDR2	0.6134	0.211630782	
ACTB	CDR2L	0.5825	0.242971429	
ACTB	CDSN	0.4806	0.479497948	
ACTB	CDT1	0	1	
ACTB	CDV3	0.7018	0.160118577	likely background
ACTB	CDYL	0.0098	1	
ACTB	CEBPB	0	1	
ACTB	CEBPZ	0.5009	0.404662238	
ACTB	CELF1	0.0106	1	
ACTB	CEMIP2	0.6884	0.160118577	
ACTB	CENPC	0	1	
ACTB	CENPE	0.6854	0.160118577	
ACTB	CENPF	0.6059	0.217847049	
ACTB	CENPH	0.5524	0.323856986	
ACTB	CENPI	0	1	
ACTB	CENPK	0.5371	0.350064452	
ACTB	CENPM	0	1	
ACTB	CENPT	0	1	
ACTB	CEP104	0.6802	0.160118577	
ACTB	CEP120	0.5613	0.286954087	
ACTB	CEP128	0.6679	0.164876156	
ACTB	CEP131	0.5296	0.356631124	
ACTB	CEP135	0.7846	0.136908893	
ACTB	CEP152	0.7333	0.156309234	
ACTB	CEP162	0.0664	1	
ACTB	CEP164	0.3762	0.606137009	
ACTB	CEP170	0.7624	0.136908893	likely background
ACTB	CEP170B	0.7061	0.160118577	
ACTB	CEP192	0.6827	0.160118577	
ACTB	CEP250	0.6848	0.160118577	
ACTB	CEP290	0.6807	0.160118577	
ACTB	CEP295	0.6794	0.160118577	
ACTB	CEP350	0.7676	0.136908893	likely background
ACTB	CEP41	0.7644	0.136908893	
ACTB	CEP43	0.7484	0.145427168	
ACTB	CEP44	0.6039	0.219123399	likely background
ACTB	CEP55	0.6767	0.160897085	
ACTB	CEP57	0	1	
ACTB	CEP68	0	1	
ACTB	CEP72	0.6459	0.183571233	
ACTB	CEP76	0.0692	1	
ACTB	CEP78	0.6111	0.213863972	
ACTB	CEP85	0.8214	0.077801381	
ACTB	CEP85L	0.0658	1	
ACTB	CEP89	0.5255	0.365557441	
ACTB	CEP95	0.5545	0.31678311	
ACTB	CEP97	0.6999	0.160118577	
ACTB	CERS2	0	1	
ACTB	CETN2	0.534	0.350488682	
ACTB	CFAP20	0.468	0.512848154	
ACTB	CFAP298	0.678	0.160323632	
ACTB	CFAP97	0	1	
ACTB	CFDP1	0.0002	1	
ACTB	CFL1	0.7442	0.148690235	likely background
ACTB	CGAS	0	1	
ACTB	CGN	0.7219	0.158189916	
ACTB	CGNL1	0.7198	0.158189916	
ACTB	CHAF1A	0.0567	1	
ACTB	CHAF1B	0.006	1	
ACTB	CHAMP1	0.0047	1	
ACTB	CHD1	0.0429	1	
ACTB	CHD1L	0.0001	1	
ACTB	CHD2	0	1	
ACTB	CHD3	0.3835	0.601195825	
ACTB	CHD4	0.4618	0.528412263	
ACTB	CHD6	0.0001	1	
ACTB	CHD7	0.0429	1	
ACTB	CHD8	0.0067	1	
ACTB	CHD9	0.0567	1	
ACTB	CHEK1	0.586	0.237622836	
ACTB	CHERP	0.005	1	
ACTB	CHLSN	0.4867	0.467219546	
ACTB	CHML	0.4362	0.554158331	likely background
ACTB	CHMP1A	0	1	
ACTB	CHMP2B	0.7265	0.158189916	likely background
ACTB	CHMP4B	0.6249	0.202721173	
ACTB	CHMP5	0.5401	0.350064452	likely background
ACTB	CHMP7	0.7617	0.137717487	
ACTB	CHORDC1	0.7441	0.14879256	
ACTB	CHTF18	0	1	
ACTB	CHUK	0.685	0.160118577	
ACTB	CIAO2A	0	1	
ACTB	CIAO3	0.6025	0.219382861	likely background
ACTB	CIAPIN1	0.7005	0.160118577	
ACTB	CIC	0.0429	1	
ACTB	CIP2A	0.735	0.155616816	
ACTB	CISD1	0.5785	0.24875025	likely background
ACTB	CISD2	0.5559	0.311830856	
ACTB	CIT	0.6291	0.198523354	
ACTB	CIZ1	0	1	
ACTB	CKAP2	0.5907	0.229296894	
ACTB	CKAP2L	0.6834	0.160118577	
ACTB	CKAP4	0.7171	0.158189916	likely background
ACTB	CKAP5	0.7484	0.145427168	likely background
ACTB	CLASP1	0.7844	0.136908893	
ACTB	CLASP2	0.6758	0.161863219	
ACTB	CLASRP	0	1	
ACTB	CLCC1	0.5682	0.268463241	
ACTB	CLCN7	0	1	
ACTB	CLEC16A	0.6012	0.220694206	
ACTB	CLIC1	0.5711	0.260658095	
ACTB	CLIC4	0.5631	0.282456853	
ACTB	CLINT1	0.7605	0.138784189	likely background
ACTB	CLIP1	0.811	0.093834439	
ACTB	CLIP4	0	1	
ACTB	CLK2	0	1	
ACTB	CLMN	0.6122	0.21286874	
ACTB	CLN6	0.5016	0.401700693	
ACTB	CLNS1A	0.3332	0.71538445	likely background
ACTB	CLOCK	0	1	
ACTB	CLP1	0.0109	1	
ACTB	CLPB	0.4351	0.554854779	
ACTB	CLPTM1L	0.5967	0.224175712	likely background
ACTB	CLPX	0.6	0.221931637	
ACTB	CLSPN	0.0098	1	
ACTB	CLTC	0.7437	0.148939349	likely background
ACTB	CLU	0.7943	0.128478497	
ACTB	CLUH	0.5685	0.267856024	
ACTB	CMBL	0.5106	0.380998299	
ACTB	CMIP	0.065	1	
ACTB	CMPK1	0.5344	0.350064452	
ACTB	CMTR1	0.0448	1	
ACTB	CNDP2	0.7457	0.147402152	
ACTB	CNN2	0.7965	0.128173878	likely background
ACTB	CNN3	0.8638	0.023407022	
ACTB	CNNM3	0.7514	0.144366197	
ACTB	CNOT1	0.7667	0.136908893	
ACTB	CNOT10	0.6715	0.163317916	
ACTB	CNOT11	0.4585	0.534417602	
ACTB	CNOT2	0.5875	0.23493392	
ACTB	CNOT3	0.537	0.350064452	
ACTB	CNOT4	0.6807	0.160118577	
ACTB	CNOT6L	0.5636	0.280947146	
ACTB	CNOT8	0.5961	0.224575197	
ACTB	CNOT9	0.6726	0.163317916	
ACTB	CNP	0.5655	0.275513565	
ACTB	CNTLN	0.5809	0.24550844	
ACTB	CNTNAP1	0	1	
ACTB	CNTRL	0.3208	0.759695915	
ACTB	CNTROB	0.4894	0.460349992	
ACTB	COASY	0.5204	0.371953059	
ACTB	COBL	0.9833	0	
ACTB	COBLL1	0.9376	0.003505697	
ACTB	COG1	0.6788	0.160130719	
ACTB	COG2	0.7084	0.160118577	
ACTB	COG3	0.5652	0.276499589	
ACTB	COG4	0.7484	0.145427168	
ACTB	COG5	0	1	
ACTB	COG7	0.6848	0.160118577	
ACTB	COG8	0.6178	0.208574912	
ACTB	COIL	0.0075	1	
ACTB	COL12A1	0.6834	0.160118577	
ACTB	COL1A1	0.5219	0.370254539	
ACTB	COL3A1	0.5746	0.253022453	
ACTB	COMMD10	0.5857	0.237867252	likely background
ACTB	COMMD2	0.6848	0.160118577	
ACTB	COMMD3	0.5324	0.352478351	
ACTB	COMMD4	0.5727	0.256633959	
ACTB	COMMD8	0.6732	0.163317916	likely background
ACTB	COMMD9	0.7061	0.160118577	
ACTB	COMT	0.5261	0.365557441	
ACTB	COPA	0.7475	0.146326373	likely background
ACTB	COPB1	0.6395	0.189469112	
ACTB	COPB2	0.5361	0.350064452	
ACTB	COPG1	0.7061	0.160118577	
ACTB	COPG2	0.5796	0.247313999	
ACTB	COPS2	0.5343	0.350165142	
ACTB	COPS3	0.5336	0.351115529	
ACTB	COPS4	0.5293	0.35683874	
ACTB	COPS5	0.3971	0.58878075	
ACTB	COPS6	0.5384	0.350064452	
ACTB	COPS8	0.5953	0.225071727	
ACTB	COPZ1	0.6266	0.200350559	likely background
ACTB	COQ6	0.6045	0.218837392	
ACTB	CORO1B	0.7898	0.131803165	
ACTB	CORO1C	0.9029	0.012117347	
ACTB	CORO2A	0.9491	0.001915709	
ACTB	CORO7	0.828	0.068872987	
ACTB	COTL1	0.5166	0.380093476	
ACTB	COX5B	0.7307	0.156659856	
ACTB	CP	0.6995	0.160118577	
ACTB	CPAP	0	1	
ACTB	CPEB4	0.5328	0.352099237	
ACTB	CPLANE1	0.6848	0.160118577	
ACTB	CPNE1	0.7645	0.136908893	likely background
ACTB	CPNE3	0.5838	0.240472183	likely background
ACTB	CPNE7	0	1	
ACTB	CPNE8	0.5904	0.230587098	
ACTB	CPOX	0.4923	0.451512488	likely background
ACTB	CPPED1	0.0506	1	likely background
ACTB	CPS1	0.7949	0.128478497	
ACTB	CPSF1	0.0429	1	
ACTB	CPSF2	0.5116	0.380093476	
ACTB	CPSF3	0.7431	0.14900564	likely background
ACTB	CPSF6	0.0573	1	
ACTB	CPSF7	0.0171	1	
ACTB	CPT1A	0.6848	0.160118577	
ACTB	CRACD	0.876	0.018419777	
ACTB	CRAMP1	0	1	
ACTB	CRCP	0.5468	0.338462369	
ACTB	CREB1	0	1	
ACTB	CREB3L1	0	1	
ACTB	CREBBP	0.3694	0.615846181	
ACTB	CRIP2	0.6482	0.181726908	
ACTB	CRKL	0.0077	1	likely background
ACTB	CRNKL1	0.0001	1	
ACTB	CRNN	0.685	0.160118577	
ACTB	CROCC	0.512	0.380093476	
ACTB	CRTAP	0.5375	0.350064452	
ACTB	CRTC1	0.5146	0.380093476	
ACTB	CRTC3	0.4706	0.502100667	
ACTB	CRYBG1	0.759	0.140091116	
ACTB	CRYBG3	0.7938	0.128478497	
ACTB	CS	0.5233	0.368012354	likely background
ACTB	CSDE1	0.7003	0.160118577	likely background
ACTB	CSE1L	0.7251	0.158189916	likely background
ACTB	CSK	0.6854	0.160118577	
ACTB	CSNK1A1	0.5789	0.248351012	
ACTB	CSNK1D	0.591	0.228996337	
ACTB	CSNK2A2	0.5398	0.350064452	
ACTB	CSNK2B	0	1	
ACTB	CSPG4	0.7	0.160118577	
ACTB	CSPP1	0.5403	0.350064452	
ACTB	CSRP1	0.796	0.128478497	likely background
ACTB	CSRP2	0.3285	0.731415539	likely background
ACTB	CSTA	0.7943	0.128478497	
ACTB	CSTB	0.55	0.331001813	likely background
ACTB	CSTF1	0.4864	0.468103843	
ACTB	CSTF2	0.0001	1	
ACTB	CSTF2T	0.6591	0.171047854	
ACTB	CSTF3	0	1	
ACTB	CSTPP1	0.731	0.156659856	likely background
ACTB	CT83	0	1	
ACTB	CTBP2	0.5606	0.289362466	
ACTB	CTDP1	0	1	
ACTB	CTIF	0.6848	0.160118577	
ACTB	CTNNA1	0.8057	0.108069844	
ACTB	CTNNB1	0.6773	0.160513141	
ACTB	CTNND1	0.7292	0.157285844	
ACTB	CTPS1	0.5847	0.239138007	likely background
ACTB	CTR9	0.0568	1	
ACTB	CTSD	0.7493	0.145427168	
ACTB	CTSG	0.7943	0.128478497	
ACTB	CTSZ	0.0107	1	likely background
ACTB	CTTN	0.9893	0	
ACTB	CTTNBP2	0.6686	0.164876156	
ACTB	CTTNBP2NL	0.9842	0	
ACTB	CTU1	0.5353	0.350064452	
ACTB	CTU2	0.6848	0.160118577	likely background
ACTB	CUEDC2	0.7484	0.145427168	likely background
ACTB	CUL1	0.6854	0.160118577	
ACTB	CUL2	0.5113	0.380093476	
ACTB	CUL3	0.5332	0.351776857	
ACTB	CUL4A	0.7069	0.160118577	
ACTB	CUL4B	0.6844	0.160118577	
ACTB	CUL7	0	1	
ACTB	CUSTOS	0	1	
ACTB	CUX1	0.0481	1	
ACTB	CWC22	0	1	
ACTB	CWC25	0	1	
ACTB	CWC27	0.0096	1	
ACTB	CWF19L1	0.648	0.181726908	
ACTB	CWF19L2	0.0056	1	
ACTB	CXADR	0.6786	0.160130719	
ACTB	CXXC5	0	1	
ACTB	CYB5A	0	1	
ACTB	CYB5B	0.6116	0.213337889	likely background
ACTB	CYFIP1	0.7937	0.128478497	likely background
ACTB	CYLD	0.7694	0.136908893	likely background
ACTB	CYP51A1	0.3764	0.606097655	
ACTB	CYRIB	0.6804	0.160118577	likely background
ACTB	CYTH1	0.5363	0.350064452	
ACTB	CYTH2	0	1	
ACTB	CYTH3	0	1	
ACTB	DAAM1	0.7684	0.136908893	
ACTB	DAB2	0.7449	0.148393907	
ACTB	DAB2IP	0.7938	0.128478497	
ACTB	DAP3	0.5306	0.354472242	likely background
ACTB	DAPK1	0.9889	0	
ACTB	DAPK3	0.7219	0.158189916	
ACTB	DARS1	0.6639	0.167680566	
ACTB	DARS2	0.5259	0.365557441	likely background
ACTB	DAXX	0	1	
ACTB	DAZAP1	0.5053	0.391717776	
ACTB	DBN1	0.9654	0	
ACTB	DBNL	0.8468	0.037707391	
ACTB	DBR1	0	1	
ACTB	DBT	0	1	
ACTB	DCAF1	0.7079	0.160118577	
ACTB	DCAF13	0.5008	0.404847239	
ACTB	DCAF15	0	1	
ACTB	DCAF7	0.7758	0.136908893	
ACTB	DCBLD1	0.5055	0.391717776	
ACTB	DCD	0	1	
ACTB	DCLK1	0.5999	0.221949436	likely background
ACTB	DCLRE1A	0.5053	0.391717776	
ACTB	DCP1A	0.58	0.246886661	
ACTB	DCP1B	0.5784	0.249050823	
ACTB	DCTD	0.6844	0.160118577	likely background
ACTB	DCTN1	0.7061	0.160118577	likely background
ACTB	DCTN2	0.8077	0.104076739	
ACTB	DCTN4	0.5895	0.232029598	
ACTB	DCTPP1	0.398	0.588217472	likely background
ACTB	DCUN1D5	0.0033	1	
ACTB	DDB1	0.7025	0.160118577	
ACTB	DDB2	0.0542	1	
ACTB	DDHD1	0.5514	0.327384408	
ACTB	DDHD2	0.5385	0.350064452	
ACTB	DDOST	0.6807	0.160118577	
ACTB	DDX1	0.6631	0.168101229	
ACTB	DDX10	0.4609	0.530694312	
ACTB	DDX11	0.4565	0.536145902	
ACTB	DDX11L8	0.0096	1	
ACTB	DDX17	0.7567	0.142358239	likely background
ACTB	DDX18	0.3319	0.719849679	
ACTB	DDX19B	0.7525	0.143553769	
ACTB	DDX20	0.7484	0.145427168	
ACTB	DDX21	0.6727	0.163317916	
ACTB	DDX23	0.3998	0.586656631	
ACTB	DDX24	0.4899	0.459301549	
ACTB	DDX27	0.5268	0.362892734	
ACTB	DDX31	0.0414	1	
ACTB	DDX39A	0.736	0.154998959	likely background
ACTB	DDX39B	0.6848	0.160118577	
ACTB	DDX3X	0.8028	0.113826658	likely background
ACTB	DDX41	0	1	
ACTB	DDX42	0.0094	1	
ACTB	DDX46	0.0097	1	
ACTB	DDX47	0.6028	0.219205564	likely background
ACTB	DDX49	0.5625	0.283755914	
ACTB	DDX5	0.394	0.591549138	likely background
ACTB	DDX50	0.5787	0.248537036	
ACTB	DDX51	0	1	
ACTB	DDX52	0.3141	0.779229814	
ACTB	DDX54	0.704	0.160118577	
ACTB	DDX55	0.0569	1	
ACTB	DDX56	0.7079	0.160118577	
ACTB	DDX59	0.3075	0.801799585	
ACTB	DDX6	0.729	0.157549376	
ACTB	DDX60	0.6807	0.160118577	
ACTB	DDX60L	0.5064	0.391717776	
ACTB	DECR1	0	1	
ACTB	DECR2	0.6965	0.160118577	
ACTB	DEGS1	0.5359	0.350064452	
ACTB	DEK	0.5098	0.381936017	
ACTB	DENND1A	0	1	
ACTB	DENND2B	0.7783	0.136908893	
ACTB	DENND3	0.6015	0.220515126	
ACTB	DENND4A	0.7079	0.160118577	
ACTB	DENND4C	0.7286	0.157894737	
ACTB	DENND5B	0.7669	0.136908893	
ACTB	DENND6A	0.7194	0.158189916	
ACTB	DEPDC7	0.7519	0.144348269	likely background
ACTB	DERL1	0.5553	0.314026437	likely background
ACTB	DFFA	0.571	0.260757406	
ACTB	DGCR8	0.0429	1	
ACTB	DGKA	0.5951	0.225087424	
ACTB	DGKE	0	1	
ACTB	DGKZ	0.3834	0.601195825	
ACTB	DGUOK	0.0486	1	
ACTB	DHCR24	0.7221	0.158189916	
ACTB	DHCR7	0.6031	0.219123399	likely background
ACTB	DHFR	0.7015	0.160118577	
ACTB	DHPS	0	1	
ACTB	DHRS3	0.512	0.380093476	
ACTB	DHX15	0.7097	0.160118577	likely background
ACTB	DHX16	0.0428	1	
ACTB	DHX29	0.6996	0.160118577	
ACTB	DHX30	0.5718	0.258815038	
ACTB	DHX32	0.541	0.350064452	
ACTB	DHX33	0	1	
ACTB	DHX34	0	1	
ACTB	DHX35	0.065	1	
ACTB	DHX36	0.6155	0.210295151	likely background
ACTB	DHX37	0.0481	1	
ACTB	DHX38	0.0016	1	
ACTB	DHX40	0.4415	0.550668777	
ACTB	DHX57	0.5738	0.254046975	
ACTB	DHX8	0.0001	1	
ACTB	DHX9	0.7506	0.145427168	likely background
ACTB	DIAPH1	0.913	0.007591442	
ACTB	DIAPH2	0.7667	0.136908893	
ACTB	DIAPH3	0.7982	0.123096182	likely background
ACTB	DICER1	0.521	0.371078961	
ACTB	DIDO1	0.5324	0.352478351	
ACTB	DIMT1	0.6848	0.160118577	
ACTB	DIP2A	0.7484	0.145427168	
ACTB	DIP2B	0.7525	0.143553769	
ACTB	DIS3	0.5112	0.380093476	
ACTB	DIS3L2	0.5144	0.380093476	
ACTB	DIXDC1	0.9562	0.001113586	
ACTB	DKC1	0.043	1	
ACTB	DLAT	0.6801	0.160118577	
ACTB	DLD	0	1	
ACTB	DLG1	0.5554	0.313570386	
ACTB	DLG3	0.0103	1	
ACTB	DLG5	0.6928	0.160118577	
ACTB	DLGAP5	0.6782	0.160305043	
ACTB	DLST	0.6804	0.160118577	
ACTB	DLX1	0	1	
ACTB	DMAP1	0.5089	0.383106549	
ACTB	DMBT1	0.9486	0.001915709	
ACTB	DMD	0.5977	0.223538177	
ACTB	DMXL1	0.6856	0.160118577	
ACTB	DMXL2	0.7484	0.145427168	
ACTB	DNAAF2	0.6848	0.160118577	
ACTB	DNAAF5	0.8087	0.101789168	
ACTB	DNAH8	0	1	
ACTB	DNAJA1	0.5936	0.225895725	
ACTB	DNAJB1	0.5877	0.234742673	
ACTB	DNAJB12	0.6844	0.160118577	
ACTB	DNAJB4	0.6786	0.160130719	
ACTB	DNAJC1	0	1	
ACTB	DNAJC10	0.502	0.401488065	
ACTB	DNAJC11	0.5736	0.254640147	
ACTB	DNAJC12	0.6601	0.170453718	likely background
ACTB	DNAJC13	0.7669	0.136908893	likely background
ACTB	DNAJC16	0.5603	0.290735586	
ACTB	DNAJC17	0.2333	1	
ACTB	DNAJC2	0.5374	0.350064452	
ACTB	DNAJC21	0.6824	0.160118577	likely background
ACTB	DNAJC6	0.6854	0.160118577	
ACTB	DNAJC7	0.6477	0.182022394	likely background
ACTB	DNAJC9	0.5632	0.281971012	
ACTB	DNM1L	0.6957	0.160118577	
ACTB	DNM2	0.7667	0.136908893	
ACTB	DNMBP	0.6383	0.191022444	
ACTB	DNMT1	0.5217	0.370554632	
ACTB	DNMT3A	0	1	
ACTB	DNPEP	0.6107	0.21412391	
ACTB	DNTTIP1	0	1	
ACTB	DNTTIP2	0.5113	0.380093476	
ACTB	DOCK1	0.7393	0.152929423	
ACTB	DOCK10	0.7669	0.136908893	
ACTB	DOCK11	0.6996	0.160118577	
ACTB	DOCK2	0.5251	0.365557441	
ACTB	DOCK4	0.6848	0.160118577	
ACTB	DOCK5	0.7496	0.145427168	
ACTB	DOCK6	0.6198	0.20732075	
ACTB	DOCK7	0.7737	0.136908893	likely background
ACTB	DOCK9	0.5886	0.233366695	
ACTB	DOHH	0.4356	0.554609459	
ACTB	DOK1	0.7844	0.136908893	
ACTB	DOLK	0.6274	0.199842792	
ACTB	DONSON	0	1	
ACTB	DOP1A	0.5138	0.380093476	
ACTB	DOT1L	0	1	
ACTB	DPH7	0.5333	0.35172262	
ACTB	DPM1	0	1	
ACTB	DPP9	0.5165	0.380093476	
ACTB	DPY19L1	0.6807	0.160118577	
ACTB	DPYD	0.5687	0.267080615	
ACTB	DPYSL2	0.793	0.128478497	likely background
ACTB	DPYSL3	0.8618	0.024871355	likely background
ACTB	DRG1	0.7009	0.160118577	likely background
ACTB	DRG2	0.685	0.160118577	
ACTB	DROSHA	0.4597	0.532416275	
ACTB	DSC1	0.7514	0.144366197	
ACTB	DSC3	0.6884	0.160118577	
ACTB	DSG1	0.7356	0.15514264	
ACTB	DSG2	0.7316	0.156659856	
ACTB	DSG4	0.6834	0.160118577	
ACTB	DSN1	0	1	
ACTB	DSP	0.913	0.007591442	
ACTB	DST	0.783	0.136908893	
ACTB	DSTN	0.631	0.19648685	likely background
ACTB	DTL	0.5173	0.379156799	
ACTB	DTX3L	0.7288	0.157864002	
ACTB	DUS1L	0	1	
ACTB	DUS2	0.4415	0.550668777	
ACTB	DUS3L	0.0487	1	
ACTB	DUSP12	0	1	
ACTB	DUT	0.458	0.535094121	likely background
ACTB	DVL1	0.7294	0.157285844	
ACTB	DVL2	0.7807	0.136908893	likely background
ACTB	DVL3	0.7578	0.141190743	likely background
ACTB	DYNC1H1	0.78	0.136908893	
ACTB	DYNC1I2	0.5382	0.350064452	
ACTB	DYNC1LI1	0.9171	0.007012623	
ACTB	DYNC1LI2	0.821	0.077801381	
ACTB	DYNC2H1	0.6854	0.160118577	
ACTB	DYNC2I1	0.5355	0.350064452	
ACTB	DYNC2I2	0.5681	0.26911366	
ACTB	DYNLL1;DYNLL2	0.5993	0.222164466	likely background
ACTB	DYRK1A	0.685	0.160118577	
ACTB	E2F4	0	1	
ACTB	E2F6	0	1	
ACTB	E2F8	0	1	
ACTB	EBNA1BP2	0.0103	1	
ACTB	ECD	0.6332	0.194716053	
ACTB	ECE1	0.6046	0.218837392	
ACTB	ECHDC1	0.6696	0.164876156	
ACTB	ECHS1	0.6803	0.160118577	
ACTB	ECI2	0.5618	0.285743024	
ACTB	ECM1	0.5368	0.350064452	
ACTB	ECPAS	0.7221	0.158189916	
ACTB	ECT2	0.4781	0.483231871	
ACTB	EDC3	0.7641	0.136908893	likely background
ACTB	EDC4	0.7155	0.158189916	
ACTB	EDF1	0.767	0.136908893	
ACTB	EDRF1	0.5677	0.270128464	
ACTB	EEA1	0.6848	0.160118577	
ACTB	EEF1A1	0.788	0.134305579	likely background
ACTB	EEF1A2	0.9621	0	likely background
ACTB	EEF1B2	0.657	0.172857761	likely background
ACTB	EEF1D	0.9071	0.010589014	likely background
ACTB	EEF1E1	0.5227	0.368996236	likely background
ACTB	EEF1G	0.6333	0.194716053	likely background
ACTB	EEF2	0.7681	0.136908893	likely background
ACTB	EEF2K	0.6061	0.217621993	
ACTB	EEFSEC	0.5235	0.367924804	
ACTB	EFHD2	0.8002	0.116659492	likely background
ACTB	EFL1	0.6807	0.160118577	
ACTB	EFR3A	0.5364	0.350064452	
ACTB	EFTUD2	0.5951	0.225104308	
ACTB	EGFR	0.6942	0.160118577	
ACTB	EGLN1	0.5581	0.302661404	
ACTB	EHBP1	0.7938	0.128478497	
ACTB	EHBP1L1	0.6237	0.203923259	
ACTB	EHD1	0.7405	0.151399031	likely background
ACTB	EHD2	0.7045	0.160118577	likely background
ACTB	EHD4	0.7079	0.160118577	
ACTB	EHMT1	0.0056	1	
ACTB	EHMT2	0.0002	1	
ACTB	EIF1;EIF1B	0.5167	0.380093476	likely background
ACTB	EIF2A	0.7433	0.14900564	likely background
ACTB	EIF2AK2	0.5316	0.353196552	likely background
ACTB	EIF2AK3	0.0107	1	
ACTB	EIF2AK4	0.6995	0.160118577	
ACTB	EIF2B1	0.5934	0.225929951	
ACTB	EIF2B2	0.5372	0.350064452	
ACTB	EIF2B3	0.6848	0.160118577	
ACTB	EIF2B4	0.5051	0.391717776	
ACTB	EIF2B5	0.578	0.249656973	
ACTB	EIF2D	0.539	0.350064452	
ACTB	EIF2S1	0.5774	0.24998898	likely background
ACTB	EIF2S2	0.6963	0.160118577	likely background
ACTB	EIF2S3	0.5638	0.280237251	likely background
ACTB	EIF3A	0.6971	0.160118577	
ACTB	EIF3B	0.8138	0.090139442	
ACTB	EIF3C	0.7713	0.136908893	likely background
ACTB	EIF3D	0.6843	0.160118577	likely background
ACTB	EIF3E	0.6036	0.219123399	
ACTB	EIF3F	0.7635	0.136908893	likely background
ACTB	EIF3G	0.7084	0.160118577	likely background
ACTB	EIF3H	0.7421	0.150419673	
ACTB	EIF3I	0.5384	0.350064452	
ACTB	EIF3J	0.7204	0.158189916	likely background
ACTB	EIF3K	0.5927	0.226825136	
ACTB	EIF3L	0.5382	0.350064452	
ACTB	EIF3M	0.6055	0.21818978	
ACTB	EIF4A1	0.7259	0.158189916	likely background
ACTB	EIF4A3	0.5728	0.256431057	likely background
ACTB	EIF4B	0.7779	0.136908893	
ACTB	EIF4E2	0.5217	0.370537006	
ACTB	EIF4EBP1	0.0571	1	likely background
ACTB	EIF4ENIF1	0.7939	0.128478497	
ACTB	EIF4G1	0.7872	0.135395875	likely background
ACTB	EIF4G2	0.822	0.077510917	likely background
ACTB	EIF4G3	0.7593	0.139782898	
ACTB	EIF4H	0.77	0.136908893	likely background
ACTB	EIF5	0.7248	0.158189916	likely background
ACTB	EIF5A	0.8271	0.069545059	likely background
ACTB	EIF5B	0.7061	0.160118577	
ACTB	EIF6	0.5006	0.405519399	likely background
ACTB	ELAC2	0.5878	0.234511178	
ACTB	ELAVL1	0.5579	0.303805621	likely background
ACTB	ELF1	0	1	
ACTB	ELF2	0	1	
ACTB	ELL	0	1	
ACTB	ELL2	0.0113	1	
ACTB	ELMO2	0.7277	0.157894737	
ACTB	ELOA	0.0001	1	
ACTB	ELOB	0	1	
ACTB	ELOVL1	0.5388	0.350064452	
ACTB	ELP1	0.6617	0.169553594	likely background
ACTB	ELP2	0.5269	0.362892734	
ACTB	ELP3	0.5477	0.336240661	
ACTB	ELP4	0.5947	0.225480384	
ACTB	ELP5	0.4943	0.444572423	
ACTB	ELP6	0.7368	0.154693419	likely background
ACTB	EMC1	0	1	
ACTB	EMC7	0	1	
ACTB	EMC8	0	1	
ACTB	EMD	0.7041	0.160118577	
ACTB	EME1	0.0035	1	
ACTB	EMG1	0	1	
ACTB	EML3	0	1	
ACTB	EML4	0.6418	0.187732091	
ACTB	EMSY	0.0083	1	
ACTB	ENAH	0.9198	0.005852231	
ACTB	ENG	0.4992	0.418208071	likely background
ACTB	ENO1	0.5605	0.289960751	likely background
ACTB	ENOSF1	0.5382	0.350064452	
ACTB	ENSA	0.7489	0.145427168	
ACTB	ENTR1	0.6803	0.160118577	
ACTB	EP300	0	1	
ACTB	EP400	0.7432	0.14900564	
ACTB	EPB41	0.7224	0.158189916	
ACTB	EPB41L1	0.7979	0.123131229	
ACTB	EPB41L2	0.7778	0.136908893	
ACTB	EPB41L4A	0.5149	0.380093476	
ACTB	EPC1	0.3895	0.595353459	
ACTB	EPC2	0.0172	1	
ACTB	EPG5	0.5853	0.238270598	
ACTB	EPHA2	0.5253	0.365557441	
ACTB	EPM2AIP1	0.5783	0.249084818	
ACTB	EPN1	0.5786	0.248676778	
ACTB	EPN2	0.7121	0.159337398	
ACTB	EPPK1	0.7943	0.128478497	
ACTB	EPRS1	0.7155	0.158189916	
ACTB	EPS15	0.6245	0.203349876	
ACTB	EPS15L1	0.7422	0.150419673	
ACTB	EPS8	0.8818	0.016452442	
ACTB	EPS8L2	0.751	0.144990406	
ACTB	EPX	0.787	0.135395875	
ACTB	ERAL1	0.7407	0.151399031	
ACTB	ERAP1	0.6727	0.163317916	
ACTB	ERBB2	0.6044	0.218837392	
ACTB	ERBIN	0.7766	0.136908893	likely background
ACTB	ERC1	0.9794	0	
ACTB	ERCC2	0.539	0.350064452	
